,Time,Color,Move,Black,White
0, 0.411, X ,"(E, 3)",4,1
1, 0.515, O ,"(F, 5)",3,3
2, 0.785, X ,"(E, 6)",5,2
3, 1.006, O ,"(D, 3)",3,5
4, 1.246, X ,"(C, 4)",5,4
5, 3.867, O ,"(E, 2)",4,6
6, 2.497, X ,"(C, 3)",6,5
7, 3.226, O ,"(B, 3)",5,7
8, 4.961, X ,"(C, 2)",7,6
9, 4.863, O ,"(D, 1)",6,8
10, 5.109, X ,"(C, 1)",8,7
11, 6.220, O ,"(B, 5)",7,9
12, 10.032, X ,"(D, 2)",9,8
13, 6.652, O ,"(C, 6)",8,10
14, 12.840, X ,"(F, 3)",10,9
15, 5.849, O ,"(G, 3)",6,14
16, 9.485, X ,"(F, 2)",9,12
17, 8.398, O ,"(F, 1)",7,15
18, 11.582, X ,"(D, 6)",9,14
19, 6.275, O ,"(E, 1)",8,16
20, 15.998, X ,"(F, 4)",10,15
21, 18.196, O ,"(G, 4)",7,19
22, 15.809, X ,"(C, 5)",11,16
23, 10.862, O ,"(B, 4)",8,20
24, 16.629, X ,"(B, 6)",10,19
25, 11.437, O ,"(F, 6)",9,21
26, 17.157, X ,"(A, 5)",11,20
27, 13.824, O ,"(D, 7)",8,24
28, 11.316, X ,"(H, 3)",11,22
29, 7.845, O ,"(H, 4)",10,24
30, 14.472, X ,"(A, 4)",12,23
31, 6.343, O ,"(A, 3)",11,25
32, 12.920, X ,"(G, 5)",16,21
33, 13.216, O ,"(C, 7)",14,24
34, 12.345, X ,"(H, 5)",17,22
35, 6.400, O ,"(H, 6)",14,26
36, 11.859, X ,"(G, 6)",20,21
37, 6.802, O ,"(E, 7)",17,25
38, 6.334, X ,"(F, 7)",19,24
39, 5.445, O ,"(F, 8)",16,28
40, 4.483, X ,"(E, 8)",20,25
41, 3.616, O ,"(A, 6)",15,31
42, 1.758, X ,"(C, 8)",21,26
43, 1.363, O ,"(H, 2)",18,30
44, 1.102, X ,"(G, 7)",22,27
45, 0.829, O ,"(H, 7)",21,29
46, 2.397, X ,"(G, 1)",27,24
47, 0.641, O ,"(D, 8)",21,31
48, 3.631, X ,"(G, 8)",25,28
49, 0.344, O ,"(H, 8)",24,30
50, 0.897, X ,"(A, 7)",26,29
51, 0.203, O ,"(A, 8)",25,31
52, 0.281, X ,"(B, 8)",28,29
53, 0.029, O ,"(B, 2)",24,34
54, 0.015, X ,"(G, 2)",26,33
55, 0.004, O ,"(H, 1)",24,36
56, 0.003, X ,"(A, 2)",30,31
57, 0.001, O ,"(A, 1)",28,34
58, 0.000, X ,"(B, 1)",30,33
59, 0.001, O ,"(B, 7)",26,38
