,Time,Color,Move,Black,White
0, 0.042, X ,"(E, 3)",4,1
1, 0.039, O ,"(D, 3)",3,3
2, 0.067, X ,"(C, 4)",5,2
3, 0.067, O ,"(B, 3)",4,4
4, 0.097, X ,"(B, 4)",6,3
5, 0.081, O ,"(F, 3)",4,6
6, 0.262, X ,"(C, 5)",6,5
7, 0.215, O ,"(A, 4)",3,9
8, 0.173, X ,"(D, 2)",6,7
9, 0.220, O ,"(C, 1)",5,9
10, 0.184, X ,"(D, 1)",7,8
11, 0.235, O ,"(E, 1)",6,10
12, 0.159, X ,"(E, 2)",9,8
13, 0.150, O ,"(C, 3)",6,12
14, 0.255, X ,"(F, 2)",8,11
15, 0.339, O ,"(G, 3)",7,13
16, 0.267, X ,"(B, 5)",10,11
17, 0.279, O ,"(F, 6)",8,14
18, 0.309, X ,"(G, 4)",10,13
19, 0.128, O ,"(F, 4)",7,17
20, 0.246, X ,"(C, 2)",10,15
21, 0.426, O ,"(H, 4)",9,17
22, 0.399, X ,"(F, 5)",12,15
23, 0.178, O ,"(B, 6)",10,18
24, 0.312, X ,"(C, 6)",12,17
25, 0.265, O ,"(F, 1)",9,21
26, 0.570, X ,"(G, 5)",12,19
27, 0.646, O ,"(D, 7)",11,21
28, 0.598, X ,"(E, 7)",13,20
29, 0.550, O ,"(D, 6)",9,25
30, 0.425, X ,"(E, 6)",11,24
31, 0.532, O ,"(H, 6)",10,26
32, 0.501, X ,"(H, 5)",12,25
33, 0.445, O ,"(E, 8)",7,31
34, 0.159, X ,"(A, 3)",9,30
35, 0.228, O ,"(G, 6)",6,34
36, 0.189, X ,"(C, 7)",10,31
37, 0.292, O ,"(D, 8)",9,33
38, 0.275, X ,"(A, 6)",12,31
39, 0.154, O ,"(A, 5)",9,35
40, 0.155, X ,"(H, 3)",15,30
41, 0.181, O ,"(B, 1)",13,33
42, 0.231, X ,"(F, 7)",20,27
43, 0.283, O ,"(F, 8)",15,33
44, 0.214, X ,"(C, 8)",18,31
45, 1.437, O ,"(B, 7)",14,36
46, 0.156, X ,"(G, 7)",18,33
47, 0.807, O ,"(B, 2)",17,35
48, 0.067, X ,"(H, 7)",19,34
49, 0.308, O ,"(G, 2)",18,36
50, 0.027, X ,"(A, 1)",20,35
51, 0.072, O ,"(A, 2)",18,38
52, 0.022, X ,"(G, 8)",23,34
53, 0.038, O ,"(H, 8)",18,40
54, 0.012, X ,"(H, 2)",22,37
55, 0.011, O ,"(H, 1)",15,45
56, 0.003, X ,"(G, 1)",25,36
57, 0.001, O ,"(A, 7)",24,38
58, 0.001, X ,"(A, 8)",36,27
59, 0.000, O ,"(B, 8)",30,34
