,Time,Color,Move,Black,White
0, 1.080, X ,"(E, 3)",4,1
1, 1.467, O ,"(D, 3)",3,3
2, 2.054, X ,"(C, 4)",5,2
3, 2.838, O ,"(B, 3)",4,4
4, 4.741, X ,"(B, 4)",6,3
5, 6.514, O ,"(F, 5)",4,6
6, 11.080, X ,"(D, 2)",6,5
7, 8.922, O ,"(E, 2)",5,7
8, 12.460, X ,"(F, 3)",7,6
9, 11.050, O ,"(C, 3)",6,8
10, 23.278, X ,"(C, 2)",8,7
11, 19.065, O ,"(F, 2)",7,9
12, 32.947, X ,"(D, 1)",9,8
13, 20.209, O ,"(E, 1)",8,10
14, 40.985, X ,"(A, 3)",10,9
15, 18.463, O ,"(G, 3)",9,11
16, 33.745, X ,"(F, 4)",13,8
17, 20.967, O ,"(C, 5)",11,11
18, 40.012, X ,"(F, 1)",16,7
19, 21.624, O ,"(C, 1)",12,12
20, 41.032, X ,"(H, 3)",14,11
21, 19.696, O ,"(A, 4)",12,14
22, 43.235, X ,"(B, 5)",14,13
23, 32.035, O ,"(A, 5)",13,15
24, 33.729, X ,"(B, 6)",17,12
25, 48.701, O ,"(G, 4)",13,17
26, 37.393, X ,"(A, 6)",18,13
27, 12.653, O ,"(D, 6)",17,15
28, 10.558, X ,"(B, 1)",20,13
29, 6.962, O ,"(H, 2)",19,15
30, 12.799, X ,"(H, 1)",21,14
31, 2.062, O ,"(G, 1)",19,17
32, 3.340, X ,"(G, 2)",21,16
33, 1.001, O ,"(A, 1)",16,22
34, 1.819, X ,"(B, 2)",19,20
35, 0.799, O ,"(A, 2)",15,25
36, 1.996, X ,"(H, 5)",17,24
37, 0.852, O ,"(H, 4)",16,26
38, 1.854, X ,"(E, 6)",22,21
39, 1.612, O ,"(H, 6)",21,23
40, 1.041, X ,"(G, 5)",23,22
41, 1.438, O ,"(F, 7)",22,24
42, 1.018, X ,"(C, 6)",24,23
43, 2.302, O ,"(F, 6)",18,30
44, 4.364, X ,"(E, 7)",23,26
45, 26.302, O ,"(E, 8)",17,33
46, 1.654, X ,"(H, 7)",21,30
47, 5.509, O ,"(C, 7)",18,34
48, 0.968, X ,"(G, 6)",26,27
49, 4.148, O ,"(D, 7)",24,30
50, 0.782, X ,"(F, 8)",29,26
51, 0.792, O ,"(G, 7)",23,33
52, 0.170, X ,"(B, 8)",25,32
53, 0.056, O ,"(A, 7)",19,39
54, 0.026, X ,"(D, 8)",25,34
55, 0.009, O ,"(C, 8)",20,40
56, 0.006, X ,"(H, 8)",22,39
57, 0.001, O ,"(G, 8)",18,44
58, 0.000, X ,"(B, 7)",24,39
59, 0.001, O ,"(A, 8)",19,45
