,Time,Color,Move,Black,White
0, 1.099, X ,"(E, 3)",4,1
1, 1.488, O ,"(D, 3)",3,3
2, 2.084, X ,"(C, 4)",5,2
3, 2.876, O ,"(B, 3)",4,4
4, 4.812, X ,"(B, 4)",6,3
5, 6.591, O ,"(F, 5)",4,6
6, 11.285, X ,"(D, 2)",6,5
7, 9.355, O ,"(E, 2)",5,7
8, 12.570, X ,"(F, 3)",7,6
9, 11.225, O ,"(C, 3)",6,8
10, 23.483, X ,"(C, 2)",8,7
11, 19.364, O ,"(F, 2)",7,9
12, 33.293, X ,"(D, 1)",9,8
13, 20.246, O ,"(E, 1)",8,10
14, 41.150, X ,"(A, 3)",10,9
15, 18.594, O ,"(G, 3)",9,11
16, 34.213, X ,"(F, 4)",13,8
17, 21.198, O ,"(C, 5)",11,11
18, 39.507, X ,"(F, 1)",16,7
19, 22.199, O ,"(C, 1)",12,12
20, 41.778, X ,"(H, 3)",14,11
21, 18.623, O ,"(A, 4)",12,14
22, 39.164, X ,"(B, 5)",14,13
23, 30.405, O ,"(A, 5)",13,15
24, 33.491, X ,"(B, 6)",17,12
25, 40.011, O ,"(G, 4)",13,17
26, 33.091, X ,"(A, 6)",18,13
27, 11.289, O ,"(D, 6)",17,15
28, 9.353, X ,"(B, 1)",20,13
29, 6.180, O ,"(H, 2)",19,15
30, 11.407, X ,"(H, 1)",21,14
31, 1.875, O ,"(G, 1)",19,17
32, 2.893, X ,"(G, 2)",21,16
33, 0.843, O ,"(A, 1)",16,22
34, 1.636, X ,"(B, 2)",19,20
35, 0.711, O ,"(A, 2)",15,25
36, 1.807, X ,"(H, 5)",17,24
37, 0.759, O ,"(H, 4)",16,26
38, 1.662, X ,"(E, 6)",22,21
39, 1.418, O ,"(H, 6)",21,23
40, 0.846, X ,"(G, 5)",23,22
41, 1.290, O ,"(F, 7)",22,24
42, 0.907, X ,"(C, 6)",24,23
43, 2.029, O ,"(F, 6)",18,30
44, 3.867, X ,"(E, 7)",23,26
45, 2.210, O ,"(D, 8)",22,28
46, 16.588, X ,"(F, 8)",24,27
47, 1.344, O ,"(A, 7)",18,34
48, 7.858, X ,"(H, 7)",22,31
49, 0.410, O ,"(E, 8)",16,38
50, 1.457, X ,"(C, 8)",19,36
51, 0.122, O ,"(B, 7)",17,39
52, 0.126, X ,"(D, 7)",21,36
53, 0.036, O ,"(C, 7)",18,40
54, 0.014, X ,"(G, 6)",22,37
55, 0.007, O ,"(G, 7)",17,43
56, 0.003, X ,"(B, 8)",25,36
57, 0.001, O ,"(A, 8)",24,38
58, 0.000, X ,"(H, 8)",27,36
59, 0.001, O ,"(G, 8)",21,43
