,Time,Color,Move,Black,White
0, 0.039, X ,"(E, 3)",4,1
1, 0.038, O ,"(D, 3)",3,3
2, 0.066, X ,"(C, 4)",5,2
3, 0.068, O ,"(B, 3)",4,4
4, 0.113, X ,"(B, 4)",6,3
5, 0.081, O ,"(F, 3)",4,6
6, 0.265, X ,"(C, 5)",6,5
7, 0.232, O ,"(A, 4)",3,9
8, 0.161, X ,"(D, 2)",6,7
9, 0.234, O ,"(C, 1)",5,9
10, 0.175, X ,"(D, 1)",7,8
11, 0.239, O ,"(E, 1)",6,10
12, 0.161, X ,"(E, 2)",9,8
13, 0.138, O ,"(C, 3)",6,12
14, 0.273, X ,"(F, 2)",8,11
15, 0.336, O ,"(G, 3)",7,13
16, 0.289, X ,"(B, 5)",10,11
17, 0.282, O ,"(F, 6)",8,14
18, 0.299, X ,"(G, 4)",10,13
19, 0.125, O ,"(F, 4)",7,17
20, 0.247, X ,"(C, 2)",10,15
21, 0.432, O ,"(H, 4)",9,17
22, 0.404, X ,"(F, 5)",12,15
23, 0.182, O ,"(B, 6)",10,18
24, 0.313, X ,"(C, 6)",12,17
25, 0.249, O ,"(F, 1)",9,21
26, 0.558, X ,"(G, 5)",12,19
27, 0.677, O ,"(D, 7)",11,21
28, 0.587, X ,"(E, 7)",13,20
29, 0.554, O ,"(D, 6)",9,25
30, 0.417, X ,"(E, 6)",11,24
31, 0.542, O ,"(H, 6)",10,26
32, 0.496, X ,"(H, 5)",12,25
33, 0.445, O ,"(E, 8)",7,31
34, 0.150, X ,"(A, 3)",9,30
35, 0.230, O ,"(G, 6)",6,34
36, 0.192, X ,"(C, 7)",10,31
37, 0.294, O ,"(D, 8)",9,33
38, 0.274, X ,"(A, 6)",12,31
39, 0.148, O ,"(A, 5)",9,35
40, 0.171, X ,"(H, 3)",15,30
41, 0.181, O ,"(B, 1)",13,33
42, 0.247, X ,"(F, 7)",20,27
43, 0.270, O ,"(F, 8)",15,33
44, 0.222, X ,"(C, 8)",18,31
45, 0.131, O ,"(B, 7)",14,36
46, 1.282, X ,"(G, 8)",19,32
47, 0.097, O ,"(G, 2)",18,34
48, 0.494, X ,"(G, 7)",22,31
49, 0.037, O ,"(B, 2)",21,33
50, 0.208, X ,"(G, 1)",27,28
51, 0.025, O ,"(H, 1)",25,31
52, 0.084, X ,"(H, 2)",27,30
53, 0.027, O ,"(H, 8)",22,36
54, 0.089, X ,"(A, 8)",28,31
55, 0.014, O ,"(B, 8)",22,38
56, 0.006, X ,"(A, 7)",30,31
57, 0.002, O ,"(H, 7)",29,33
58, 0.000, X ,"(A, 1)",32,31
59, 0.000, O ,"(A, 2)",30,34
