,Time,Color,Move,Black,White
0, 0.402, X ,"(E, 3)",4,1
1, 0.491, O ,"(F, 5)",3,3
2, 0.791, X ,"(E, 6)",5,2
3, 1.001, O ,"(D, 3)",3,5
4, 1.261, X ,"(C, 4)",5,4
5, 3.844, O ,"(E, 2)",4,6
6, 2.488, X ,"(C, 3)",6,5
7, 3.176, O ,"(B, 3)",5,7
8, 4.890, X ,"(C, 2)",7,6
9, 4.788, O ,"(D, 1)",6,8
10, 5.154, X ,"(C, 1)",8,7
11, 6.124, O ,"(B, 5)",7,9
12, 9.903, X ,"(D, 2)",9,8
13, 6.641, O ,"(C, 6)",8,10
14, 12.849, X ,"(F, 3)",10,9
15, 5.881, O ,"(G, 3)",6,14
16, 9.495, X ,"(F, 2)",9,12
17, 8.439, O ,"(F, 1)",7,15
18, 11.427, X ,"(D, 6)",9,14
19, 6.228, O ,"(E, 1)",8,16
20, 15.777, X ,"(F, 4)",10,15
21, 18.079, O ,"(G, 4)",7,19
22, 15.821, X ,"(C, 5)",11,16
23, 10.718, O ,"(B, 4)",8,20
24, 16.444, X ,"(B, 6)",10,19
25, 11.096, O ,"(F, 6)",9,21
26, 17.082, X ,"(A, 5)",11,20
27, 13.839, O ,"(D, 7)",8,24
28, 11.302, X ,"(H, 3)",11,22
29, 7.794, O ,"(H, 4)",10,24
30, 14.590, X ,"(A, 4)",12,23
31, 6.323, O ,"(A, 3)",11,25
32, 12.906, X ,"(G, 5)",16,21
33, 13.061, O ,"(C, 7)",14,24
34, 12.313, X ,"(H, 5)",17,22
35, 6.280, O ,"(H, 6)",14,26
36, 11.837, X ,"(G, 6)",20,21
37, 6.791, O ,"(E, 7)",17,25
38, 6.465, X ,"(F, 7)",19,24
39, 5.380, O ,"(F, 8)",16,28
40, 4.505, X ,"(E, 8)",20,25
41, 3.638, O ,"(A, 6)",15,31
42, 1.772, X ,"(C, 8)",21,26
43, 1.379, O ,"(H, 2)",18,30
44, 1.102, X ,"(G, 7)",22,27
45, 5.271, O ,"(H, 7)",21,29
46, 0.679, X ,"(G, 8)",23,28
47, 1.773, O ,"(D, 8)",18,34
48, 0.438, X ,"(G, 1)",24,29
49, 1.702, O ,"(H, 8)",20,34
50, 0.319, X ,"(A, 7)",22,33
51, 0.457, O ,"(A, 8)",21,35
52, 0.118, X ,"(B, 8)",24,33
53, 0.049, O ,"(B, 2)",20,38
54, 0.014, X ,"(G, 2)",22,37
55, 0.005, O ,"(H, 1)",20,40
56, 0.002, X ,"(A, 2)",26,35
57, 0.001, O ,"(A, 1)",24,38
58, 0.000, X ,"(B, 1)",26,37
59, 0.000, O ,"(B, 7)",22,42
