,Time,Color,Move,Black,White
0, 0.855, X ,"(E, 3)",4,1
1, 0.000, O ,"(F, 3)",3,3
2, 2.423, X ,"(F, 4)",5,2
3, 0.000, O ,"(D, 3)",3,5
4, 11.521, X ,"(C, 2)",5,4
5, 0.001, O ,"(G, 4)",3,7
6, 14.848, X ,"(C, 3)",5,6
7, 0.001, O ,"(F, 5)",4,8
8, 20.024, X ,"(F, 2)",6,7
9, 0.000, O ,"(C, 4)",5,9
10, 29.179, X ,"(G, 3)",7,8
11, 0.000, O ,"(C, 1)",5,11
12, 36.682, X ,"(B, 3)",7,10
13, 0.001, O ,"(G, 1)",5,13
14, 68.614, X ,"(F, 1)",7,12
15, 0.001, O ,"(D, 2)",6,14
16, 40.059, X ,"(H, 1)",8,13
17, 0.001, O ,"(G, 2)",6,16
18, 36.828, X ,"(D, 1)",8,15
19, 0.001, O ,"(B, 1)",7,17
20, 27.170, X ,"(E, 1)",9,16
21, 0.000, O ,"(A, 3)",7,19
22, 13.651, X ,"(H, 3)",9,18
23, 0.000, O ,"(E, 2)",8,20
24, 19.053, X ,"(A, 1)",11,18
25, 0.000, O ,"(H, 2)",9,21
26, 17.966, X ,"(H, 4)",12,19
27, 0.001, O ,"(H, 5)",10,22
28, 9.173, X ,"(B, 2)",14,19
29, 0.000, O ,"(A, 2)",9,25
30, 8.299, X ,"(G, 6)",14,21
31, 0.000, O ,"(F, 7)",13,23
32, 9.044, X ,"(C, 6)",15,22
33, 0.000, O ,"(F, 6)",14,24
34, 10.254, X ,"(E, 6)",16,23
35, 0.000, O ,"(E, 7)",13,27
36, 12.871, X ,"(D, 6)",16,25
37, 0.001, O ,"(B, 7)",14,28
38, 16.074, X ,"(B, 6)",16,27
39, 0.000, O ,"(G, 5)",15,29
40, 16.394, X ,"(B, 5)",17,28
41, 0.000, O ,"(C, 7)",15,31
42, 19.967, X ,"(C, 5)",19,28
43, 0.000, O ,"(B, 4)",14,34
44, 7.046, X ,"(A, 8)",16,33
45, 0.000, O ,"(A, 7)",15,35
46, 2.998, X ,"(D, 7)",19,32
47, 0.000, O ,"(E, 8)",17,35
48, 1.540, X ,"(H, 6)",27,26
49, 0.000, O ,"(G, 7)",24,30
50, 1.066, X ,"(B, 8)",32,23
51, 0.000, O ,"(A, 4)",30,26
52, 0.389, X ,"(A, 5)",39,18
53, 0.000, O ,"(C, 8)",38,20
54, 0.059, X ,"(D, 8)",45,14
55, 0.000, O ,"(A, 6)",43,17
56, 0.009, X ,"(H, 8)",45,16
57, 0.000, O ,"(H, 7)",44,18
58, 0.001, X ,"(G, 8)",48,15
59, 0.000, O ,"(F, 8)",46,18
