,Time,Color,Move,Black,White
0, 0.001, X ,"(E, 3)",4,1
1, 0.001, O ,"(D, 3)",3,3
2, 0.000, X ,"(C, 2)",5,2
3, 0.002, O ,"(D, 2)",4,4
4, 0.000, X ,"(C, 4)",6,3
5, 0.002, O ,"(B, 3)",5,5
6, 0.001, X ,"(D, 1)",8,3
7, 0.002, O ,"(E, 2)",7,5
8, 0.001, X ,"(C, 3)",9,4
9, 0.001, O ,"(F, 5)",8,6
10, 0.001, X ,"(C, 5)",10,5
11, 0.004, O ,"(B, 5)",7,9
12, 0.000, X ,"(A, 4)",9,8
13, 0.002, O ,"(C, 1)",7,11
14, 0.001, X ,"(D, 6)",9,10
15, 0.003, O ,"(A, 3)",8,12
16, 0.001, X ,"(B, 2)",11,10
17, 0.003, O ,"(A, 1)",8,14
18, 0.001, X ,"(F, 4)",10,13
19, 0.004, O ,"(B, 1)",9,15
20, 0.001, X ,"(G, 5)",11,14
21, 0.004, O ,"(F, 2)",10,16
22, 0.000, X ,"(G, 2)",13,14
23, 0.002, O ,"(F, 1)",12,16
24, 0.001, X ,"(E, 1)",15,14
25, 0.003, O ,"(A, 5)",14,16
26, 0.000, X ,"(B, 6)",17,14
27, 0.003, O ,"(C, 6)",16,16
28, 0.001, X ,"(G, 1)",18,15
29, 0.003, O ,"(H, 1)",14,20
30, 0.001, X ,"(B, 4)",19,16
31, 0.003, O ,"(H, 3)",18,18
32, 0.000, X ,"(A, 2)",22,15
33, 0.002, O ,"(G, 3)",21,17
34, 0.000, X ,"(B, 7)",23,16
35, 0.004, O ,"(F, 3)",21,19
36, 0.000, X ,"(A, 6)",25,16
37, 0.003, O ,"(A, 8)",21,21
38, 0.000, X ,"(H, 2)",26,17
39, 0.002, O ,"(G, 6)",25,19
40, 0.000, X ,"(C, 7)",27,18
41, 0.002, O ,"(H, 5)",26,20
42, 0.001, X ,"(G, 4)",28,19
43, 0.001, O ,"(E, 6)",27,21
44, 0.000, X ,"(A, 7)",29,20
45, 0.001, O ,"(B, 8)",21,29
46, 0.000, X ,"(H, 7)",26,25
47, 0.001, O ,"(H, 4)",19,33
48, 0.000, X ,"(E, 7)",25,28
49, 0.001, O ,"(E, 8)",19,35
50, 0.000, X ,"(F, 8)",21,34
51, 0.002, O ,"(D, 7)",19,37
52, 0.000, X ,"(F, 6)",26,31
53, 0.001, O ,"(F, 7)",21,37
54, 0.000, X ,"(G, 7)",32,27
55, 0.001, O ,"(H, 8)",27,33
56, 0.000, X ,"(H, 6)",32,29
57, 0.001, O ,"(G, 8)",24,38
58, 0.001, O ,"(C, 8)",20,43
59, 0.000, X ,"(D, 8)",23,41
