,Time,Color,Move,Black,White
0, 0.024, X ,"(E, 3)",4,1
1, 0.000, O ,"(F, 3)",3,3
2, 0.039, X ,"(F, 4)",5,2
3, 0.000, O ,"(D, 3)",3,5
4, 0.135, X ,"(C, 2)",5,4
5, 0.001, O ,"(F, 5)",3,7
6, 0.160, X ,"(E, 2)",5,6
7, 0.001, O ,"(E, 1)",2,10
8, 0.061, X ,"(F, 1)",4,9
9, 0.000, O ,"(D, 2)",3,11
10, 0.086, X ,"(D, 1)",5,10
11, 0.001, O ,"(B, 2)",4,12
12, 0.073, X ,"(B, 3)",6,11
13, 0.000, O ,"(F, 2)",5,13
14, 0.172, X ,"(B, 1)",7,12
15, 0.001, O ,"(A, 2)",5,15
16, 0.138, X ,"(C, 3)",7,14
17, 0.000, O ,"(C, 1)",6,16
18, 0.155, X ,"(A, 1)",8,15
19, 0.001, O ,"(A, 3)",5,19
20, 0.122, X ,"(G, 3)",7,18
21, 0.000, O ,"(H, 2)",6,20
22, 0.145, X ,"(H, 4)",8,19
23, 0.000, O ,"(G, 1)",4,24
24, 0.053, X ,"(H, 1)",10,19
25, 0.000, O ,"(H, 3)",9,21
26, 0.120, X ,"(C, 4)",14,17
27, 0.001, O ,"(B, 4)",12,20
28, 0.111, X ,"(G, 2)",14,19
29, 0.000, O ,"(H, 5)",13,21
30, 0.067, X ,"(G, 4)",16,19
31, 0.082, X ,"(C, 6)",19,17
32, 0.001, O ,"(E, 6)",18,19
33, 0.105, X ,"(H, 6)",23,15
34, 0.000, O ,"(B, 7)",22,17
35, 0.088, X ,"(G, 6)",24,16
36, 0.000, O ,"(F, 6)",23,18
37, 0.115, X ,"(G, 5)",27,15
38, 0.000, O ,"(H, 7)",26,17
39, 0.055, X ,"(A, 8)",30,14
40, 0.000, O ,"(D, 6)",29,16
41, 0.068, X ,"(A, 5)",32,14
42, 0.000, O ,"(C, 5)",31,16
43, 0.071, X ,"(B, 6)",34,14
44, 0.001, O ,"(A, 6)",32,17
45, 0.078, X ,"(H, 8)",34,16
46, 0.000, O ,"(B, 5)",33,18
47, 0.050, X ,"(A, 4)",39,13
48, 0.001, O ,"(C, 8)",38,15
49, 0.014, X ,"(F, 7)",44,10
50, 0.000, O ,"(E, 7)",43,12
51, 0.024, X ,"(B, 8)",47,9
52, 0.000, O ,"(A, 7)",46,11
53, 0.014, X ,"(C, 7)",52,6
54, 0.000, O ,"(G, 7)",47,12
55, 0.008, X ,"(E, 8)",52,8
56, 0.000, O ,"(D, 8)",51,10
57, 0.002, X ,"(D, 7)",53,9
58, 0.000, O ,"(F, 8)",51,12
59, 0.000, X ,"(G, 8)",58,6
