,Round,Time,Color,Move,Black,White,Depth,Cost,Score
1296,15,0.272, X ,"(F, 2)",8,11,4,min,-3.0
1297,16,0.339, O ,"(G, 3)",7,13,4,hybrid,6.0
1298,17,0.282, X ,"(B, 5)",10,11,4,min,-1.0
1299,18,0.275, O ,"(F, 6)",8,14,4,hybrid,6.0
1300,19,0.315, X ,"(G, 4)",10,13,4,min,-3.0
1301,20,0.126, O ,"(F, 4)",7,17,4,hybrid,10.0
1302,21,0.256, X ,"(C, 2)",10,15,4,min,-5.0
1303,22,0.431, O ,"(H, 4)",9,17,4,hybrid,8.0
1304,23,0.41, X ,"(F, 5)",12,15,4,min,-3.0
1305,24,0.182, O ,"(B, 6)",10,18,4,hybrid,8.0
1306,25,0.304, X ,"(C, 6)",12,17,4,min,-5.0
1307,26,0.257, O ,"(F, 1)",9,21,4,hybrid,12.0
1308,27,0.582, X ,"(G, 5)",12,19,4,min,-7.0
1309,28,0.664, O ,"(D, 7)",11,21,4,hybrid,10.0
1310,29,0.593, X ,"(E, 7)",13,20,4,min,-7.0
1311,30,0.554, O ,"(D, 6)",9,25,4,hybrid,16.0
1312,31,0.434, X ,"(E, 6)",11,24,4,min,-13.0
1313,32,0.533, O ,"(H, 6)",10,26,4,hybrid,16.0
1314,33,0.504, X ,"(H, 5)",12,25,4,min,-13.0
1315,34,0.456, O ,"(E, 8)",7,31,4,hybrid,24.0
1316,35,0.158, X ,"(A, 3)",9,30,4,min,-21.0
1317,36,0.222, O ,"(G, 6)",6,34,4,hybrid,28.0
1318,37,0.194, X ,"(C, 7)",10,31,4,min,-21.0
1319,38,0.295, O ,"(D, 8)",9,33,4,hybrid,24.0
1320,39,0.283, X ,"(A, 6)",12,31,4,min,-19.0
1321,40,0.148, O ,"(A, 5)",9,35,4,hybrid,26.0
1322,41,0.172, X ,"(H, 3)",15,30,4,min,-15.0
1323,42,0.176, O ,"(B, 1)",13,33,4,hybrid,20.0
1324,43,0.248, X ,"(F, 7)",20,27,4,min,-7.0
1325,44,0.277, O ,"(F, 8)",15,33,4,hybrid,18.0
1326,45,0.23, X ,"(C, 8)",18,31,4,min,-13.0
1327,46,0.129, O ,"(B, 7)",14,36,4,hybrid,22.0
1328,47,0.129, X ,"(G, 7)",18,33,4,min,-15.0
1329,48,0.104, O ,"(B, 8)",17,35,4,hybrid,18.0
1330,49,0.068, X ,"(H, 7)",19,34,4,min,-15.0
1331,50,0.049, O ,"(G, 2)",18,36,4,hybrid,18.0
1332,51,0.022, X ,"(B, 2)",20,35,4,min,-15.0
1333,52,0.019, O ,"(A, 7)",19,37,4,hybrid,18.0
1334,53,0.015, X ,"(A, 8)",24,33,4,min,-9.0
1335,54,0.01, O ,"(A, 2)",19,39,4,hybrid,20.0
1336,55,0.009, X ,"(A, 1)",22,37,4,min,-15.0
1337,56,0.002, O ,"(G, 8)",20,40,4,hybrid,20.0
1338,57,0.002, X ,"(H, 1)",27,34,4,min,-7.0
1339,58,0.001, O ,"(G, 1)",26,36,4,hybrid,10.0
1340,59,0.0, X ,"(H, 8)",34,29,4,min,5.0
1341,60,0.0, X ,"(H, 2)",42,22,4,min,20.0
1342,0,0.0,,,2,2,4,,
1343,1,0.039, X ,"(E, 3)",4,1,4,hybrid,3.0
1344,2,0.047, O ,"(F, 5)",3,3,4,max,0.0
1345,3,0.081, X ,"(C, 6)",5,2,4,hybrid,3.0
1346,4,0.049, O ,"(E, 2)",3,5,4,max,2.0
1347,5,0.063, X ,"(F, 2)",5,4,4,hybrid,1.0
1348,6,0.098, O ,"(C, 3)",4,6,4,max,2.0
1349,7,0.176, X ,"(E, 1)",6,5,4,hybrid,1.0
1350,8,0.071, O ,"(C, 5)",5,7,4,max,2.0
1351,9,0.074, X ,"(F, 3)",8,5,4,hybrid,3.0
1352,10,0.151, O ,"(D, 3)",7,7,4,max,0.0
1353,11,0.168, X ,"(B, 5)",9,6,4,hybrid,3.0
1354,12,0.198, O ,"(A, 5)",6,10,4,max,4.0
1355,13,0.125, X ,"(A, 4)",8,9,4,hybrid,-1.0
1356,14,0.174, O ,"(A, 3)",7,11,4,max,4.0
1357,15,0.108, X ,"(B, 3)",10,9,4,hybrid,1.0
1358,16,0.262, O ,"(D, 7)",8,12,4,max,4.0
1359,17,0.23, X ,"(B, 6)",11,10,4,hybrid,1.0
1360,18,0.311, O ,"(G, 3)",6,16,4,max,10.0
1361,19,0.299, X ,"(D, 2)",8,15,4,hybrid,-7.0
1362,20,0.254, O ,"(D, 1)",4,20,4,max,16.0
1363,21,0.205, X ,"(C, 7)",6,19,4,hybrid,-13.0
1364,22,0.067, O ,"(F, 1)",4,22,4,max,18.0
1365,23,0.137, X ,"(E, 7)",6,21,4,hybrid,-15.0
1366,24,0.122, O ,"(D, 8)",4,24,4,max,20.0
1367,25,0.171, X ,"(A, 6)",6,23,4,hybrid,-17.0
1368,26,0.192, O ,"(C, 4)",4,26,4,max,22.0
1369,27,0.118, X ,"(D, 6)",6,25,4,hybrid,-19.0
1370,28,0.158, O ,"(E, 8)",4,28,4,max,24.0
1371,29,0.111, X ,"(B, 4)",7,26,4,hybrid,-19.0
1372,30,0.186, O ,"(F, 8)",3,31,4,max,28.0
1373,31,0.083, X ,"(E, 6)",6,29,4,hybrid,-23.0
1374,32,0.077, O ,"(A, 7)",4,32,4,max,28.0
1375,33,0.169, X ,"(C, 8)",7,30,4,hybrid,-23.0
1376,34,0.085, O ,"(B, 8)",4,34,4,max,30.0
1377,35,0.173, X ,"(F, 7)",6,33,4,hybrid,-27.0
1378,36,0.081, O ,"(F, 6)",3,37,4,max,34.0
1379,37,0.097, X ,"(C, 2)",7,34,4,hybrid,-27.0
1380,38,0.081, O ,"(C, 1)",2,40,4,max,38.0
1381,39,0.044, X ,"(G, 4)",5,38,4,hybrid,-33.0
1382,40,0.063, O ,"(H, 3)",1,43,4,max,42.0
1383,41,0.013, X ,"(B, 2)",4,41,4,hybrid,-37.0
1384,42,0.017, O ,"(A, 1)",3,43,4,max,40.0
1385,43,0.028, X ,"(B, 1)",5,42,4,hybrid,-37.0
1386,44,0.008, O ,"(A, 2)",3,45,4,max,42.0
1387,45,0.017, X ,"(F, 4)",7,42,4,hybrid,-35.0
1388,46,0.017, O ,"(G, 5)",6,44,4,max,38.0
1389,47,0.048, X ,"(G, 2)",8,43,4,hybrid,-35.0
1390,48,0.025, O ,"(H, 1)",5,47,4,max,42.0
1391,49,0.019, X ,"(H, 4)",9,44,4,hybrid,-35.0
1392,50,0.007, O ,"(H, 5)",7,47,4,max,40.0
1393,51,0.014, X ,"(H, 2)",9,46,4,hybrid,-37.0
1394,52,0.015, X ,"(G, 1)",17,39,4,hybrid,-22.0
1395,53,0.017, X ,"(H, 6)",22,35,4,hybrid,-13.0
1396,54,0.008, O ,"(G, 6)",21,37,4,max,16.0
1397,55,0.012, X ,"(G, 8)",25,34,4,hybrid,-9.0
1398,56,0.009, O ,"(H, 8)",24,36,4,max,12.0
1399,57,0.004, X ,"(H, 7)",27,34,4,hybrid,-7.0
1400,58,0.001, O ,"(G, 7)",25,37,4,max,12.0
1401,59,0.0, X ,"(B, 7)",33,30,4,hybrid,3.0
1402,60,0.001, O ,"(A, 8)",29,35,4,max,6.0
1403,0,0.0,,,2,2,4,,
1404,1,0.039, X ,"(E, 3)",4,1,4,hybrid,3.0
1405,2,0.039, O ,"(D, 3)",3,3,4,min,0.0
1406,3,0.067, X ,"(C, 4)",5,2,4,hybrid,3.0
1407,4,0.07, O ,"(B, 3)",4,4,4,min,0.0
1408,5,0.128, X ,"(B, 4)",6,3,4,hybrid,3.0
1409,6,0.084, O ,"(F, 3)",4,6,4,min,2.0
1410,7,0.255, X ,"(C, 5)",6,5,4,hybrid,1.0
1411,8,0.239, O ,"(A, 4)",3,9,4,min,6.0
1412,9,0.165, X ,"(D, 2)",6,7,4,hybrid,-1.0
1413,10,0.25, O ,"(C, 1)",5,9,4,min,4.0
1414,11,0.177, X ,"(D, 1)",7,8,4,hybrid,-1.0
1415,12,0.276, O ,"(E, 1)",6,10,4,min,4.0
1416,13,0.189, X ,"(E, 2)",9,8,4,hybrid,1.0
1417,14,0.154, O ,"(C, 3)",6,12,4,min,6.0
1418,15,0.299, X ,"(F, 2)",8,11,4,hybrid,-3.0
1419,16,0.443, O ,"(G, 3)",7,13,4,min,6.0
1420,17,0.287, X ,"(B, 5)",10,11,4,hybrid,-1.0
1421,18,0.303, O ,"(F, 6)",8,14,4,min,6.0
1422,19,0.322, X ,"(G, 4)",10,13,4,hybrid,-3.0
1423,20,0.128, O ,"(F, 4)",7,17,4,min,10.0
1424,21,0.26, X ,"(C, 2)",10,15,4,hybrid,-5.0
1425,22,0.449, O ,"(H, 4)",9,17,4,min,8.0
1426,23,0.43, X ,"(F, 5)",12,15,4,hybrid,-3.0
1427,24,0.206, O ,"(B, 6)",10,18,4,min,8.0
1428,25,0.315, X ,"(C, 6)",12,17,4,hybrid,-5.0
1429,26,0.273, O ,"(F, 1)",9,21,4,min,12.0
1430,27,0.61, X ,"(G, 5)",12,19,4,hybrid,-7.0
1431,28,0.682, O ,"(D, 7)",11,21,4,min,10.0
1432,29,0.616, X ,"(E, 7)",13,20,4,hybrid,-7.0
1433,30,0.577, O ,"(D, 6)",9,25,4,min,16.0
1434,31,0.43, X ,"(E, 6)",11,24,4,hybrid,-13.0
1435,32,0.565, O ,"(H, 6)",10,26,4,min,16.0
1436,33,0.504, X ,"(H, 5)",12,25,4,hybrid,-13.0
1437,34,0.504, O ,"(E, 8)",7,31,4,min,24.0
1438,35,0.16, X ,"(A, 3)",9,30,4,hybrid,-21.0
1439,36,0.231, O ,"(G, 6)",6,34,4,min,28.0
1440,37,0.2, X ,"(C, 7)",10,31,4,hybrid,-21.0
1441,38,0.307, O ,"(D, 8)",9,33,4,min,24.0
1442,39,0.283, X ,"(A, 6)",12,31,4,hybrid,-19.0
1443,40,0.156, O ,"(A, 5)",9,35,4,min,26.0
1444,41,0.159, X ,"(H, 3)",15,30,4,hybrid,-15.0
1445,42,0.185, O ,"(B, 1)",13,33,4,min,20.0
1446,43,0.261, X ,"(F, 7)",20,27,4,hybrid,-7.0
1447,44,0.288, O ,"(F, 8)",15,33,4,min,18.0
1448,45,0.222, X ,"(C, 8)",18,31,4,hybrid,-13.0
1449,46,0.198, O ,"(H, 2)",14,36,4,min,22.0
1450,47,0.124, X ,"(G, 7)",20,31,4,hybrid,-11.0
1451,48,0.08, O ,"(B, 8)",18,34,4,min,16.0
1452,49,0.046, X ,"(G, 2)",26,27,4,hybrid,-1.0
1453,50,0.017, O ,"(G, 1)",23,31,4,min,8.0
1454,51,0.02, X ,"(B, 7)",28,27,4,hybrid,1.0
1455,52,0.025, O ,"(H, 7)",27,29,4,min,2.0
1456,53,0.005, X ,"(B, 2)",29,28,4,hybrid,1.0
1457,54,0.008, O ,"(A, 1)",27,31,4,min,4.0
1458,55,0.005, X ,"(A, 2)",29,30,4,hybrid,-1.0
1459,56,0.003, O ,"(H, 8)",26,34,4,min,8.0
1460,57,0.001, X ,"(G, 8)",29,32,4,hybrid,-3.0
1461,58,0.0, O ,"(A, 7)",21,41,4,min,20.0
1462,59,0.001, X ,"(A, 8)",32,31,4,hybrid,1.0
1463,0,0.0,,,2,2,5,,
1464,1,0.13, X ,"(E, 3)",4,1,5,max,3.0
1465,2,0.168, O ,"(F, 5)",3,3,5,min,0.0
1466,3,0.163, X ,"(D, 6)",5,2,5,max,3.0
1467,4,0.26, O ,"(C, 3)",4,4,5,min,0.0
1468,5,0.416, X ,"(G, 5)",7,2,5,max,5.0
1469,6,0.291, O ,"(F, 4)",6,4,5,min,-2.0
1470,7,0.598, X ,"(F, 3)",9,2,5,max,7.0
1471,8,0.435, O ,"(F, 2)",8,4,5,min,-4.0
1472,9,0.645, X ,"(F, 1)",10,3,5,max,7.0
1473,10,0.735, O ,"(G, 4)",8,6,5,min,-2.0
1474,11,2.213, X ,"(D, 2)",11,4,5,max,7.0
1475,12,0.873, O ,"(E, 1)",10,6,5,min,-4.0
1476,13,1.947, X ,"(C, 1)",12,5,5,max,7.0
1477,14,0.804, O ,"(G, 3)",11,7,5,min,-4.0
1478,15,1.602, X ,"(D, 1)",13,6,5,max,7.0
1479,16,1.563, O ,"(C, 6)",12,8,5,min,-4.0
1480,17,2.16, X ,"(H, 4)",16,5,5,max,11.0
1481,18,0.785, O ,"(E, 2)",15,7,5,min,-8.0
1482,19,1.025, X ,"(C, 5)",19,4,5,max,15.0
1483,20,0.706, O ,"(C, 2)",18,6,5,min,-12.0
1484,21,1.008, X ,"(B, 4)",21,4,5,max,17.0
1485,22,0.763, O ,"(H, 5)",19,7,5,min,-12.0
1486,23,1.618, X ,"(H, 6)",21,6,5,max,15.0
1487,24,0.98, O ,"(D, 3)",20,8,5,min,-12.0
1488,25,1.642, X ,"(H, 3)",22,7,5,max,15.0
1489,26,1.295, O ,"(B, 3)",21,9,5,min,-12.0
1490,27,1.007, X ,"(A, 3)",27,4,5,max,23.0
1491,28,0.448, O ,"(A, 4)",26,6,5,min,-20.0
1492,29,0.392, X ,"(A, 5)",28,5,5,max,23.0
1493,30,0.495, O ,"(C, 4)",24,10,5,min,-14.0
1494,31,0.89, X ,"(B, 6)",28,7,5,max,21.0
1495,32,0.738, O ,"(B, 5)",27,9,5,min,-18.0
1496,33,0.458, X ,"(A, 6)",32,5,5,max,27.0
1497,34,0.682, O ,"(E, 6)",29,9,5,min,-20.0
1498,35,0.53, X ,"(F, 6)",32,7,5,max,25.0
1499,36,0.864, O ,"(C, 7)",30,10,5,min,-20.0
1500,37,1.126, X ,"(C, 8)",37,4,5,max,33.0
1501,38,0.428, O ,"(D, 7)",36,6,5,min,-30.0
1502,39,0.452, X ,"(D, 8)",40,3,5,max,37.0
1503,40,0.335, O ,"(E, 7)",36,8,5,min,-28.0
1504,41,0.271, X ,"(A, 2)",38,7,5,max,31.0
1505,42,0.445, O ,"(G, 6)",36,10,5,min,-26.0
1506,43,0.316, X ,"(H, 7)",40,7,5,max,33.0
1507,44,0.281, O ,"(A, 7)",39,9,5,min,-30.0
1508,45,0.099, X ,"(A, 8)",41,8,5,max,33.0
1509,46,0.181, O ,"(B, 8)",40,10,5,min,-30.0
1510,47,0.091, X ,"(F, 7)",44,7,5,max,37.0
1511,48,0.079, O ,"(G, 1)",41,11,5,min,-30.0
1512,49,0.042, X ,"(H, 1)",43,10,5,max,33.0
1513,50,0.051, O ,"(H, 2)",41,13,5,min,-28.0
1514,51,0.058, X ,"(G, 2)",44,11,5,max,33.0
1515,52,0.054, O ,"(E, 8)",40,16,5,min,-24.0
1516,53,0.028, X ,"(F, 8)",49,8,5,max,41.0
1517,54,0.026, O ,"(H, 8)",44,14,5,min,-30.0
1518,55,0.006, X ,"(B, 7)",47,12,5,max,35.0
1519,56,0.011, O ,"(B, 1)",42,18,5,min,-24.0
1520,57,0.004, X ,"(A, 1)",44,17,5,max,27.0
1521,58,0.001, O ,"(B, 2)",43,19,5,min,-24.0
1522,59,0.001, X ,"(G, 7)",45,18,5,max,27.0
1523,60,0.0, O ,"(G, 8)",44,20,5,min,-24.0
1524,0,0.0,,,2,2,5,,
1525,1,0.132, X ,"(E, 3)",4,1,5,max,3.0
1526,2,0.158, O ,"(F, 5)",3,3,5,hybrid,0.0
1527,3,0.168, X ,"(D, 6)",5,2,5,max,3.0
1528,4,0.242, O ,"(C, 3)",4,4,5,hybrid,0.0
1529,5,0.423, X ,"(G, 5)",7,2,5,max,5.0
1530,6,0.295, O ,"(F, 4)",6,4,5,hybrid,-2.0
1531,7,0.591, X ,"(F, 3)",9,2,5,max,7.0
1532,8,0.439, O ,"(F, 2)",8,4,5,hybrid,-4.0
1533,9,0.623, X ,"(F, 1)",10,3,5,max,7.0
1534,10,0.699, O ,"(G, 4)",8,6,5,hybrid,-2.0
1535,11,2.168, X ,"(D, 2)",11,4,5,max,7.0
1536,12,0.875, O ,"(E, 1)",10,6,5,hybrid,-4.0
1537,13,1.917, X ,"(C, 1)",12,5,5,max,7.0
1538,14,0.794, O ,"(G, 3)",11,7,5,hybrid,-4.0
1539,15,1.529, X ,"(D, 1)",13,6,5,max,7.0
1540,16,1.645, O ,"(C, 6)",12,8,5,hybrid,-4.0
1541,17,2.136, X ,"(H, 4)",16,5,5,max,11.0
1542,18,0.754, O ,"(E, 2)",15,7,5,hybrid,-8.0
1543,19,1.031, X ,"(C, 5)",19,4,5,max,15.0
1544,20,0.694, O ,"(C, 2)",18,6,5,hybrid,-12.0
1545,21,0.993, X ,"(B, 4)",21,4,5,max,17.0
1546,22,0.74, O ,"(H, 5)",19,7,5,hybrid,-12.0
1547,23,1.602, X ,"(H, 6)",21,6,5,max,15.0
1548,24,0.977, O ,"(D, 3)",20,8,5,hybrid,-12.0
1549,25,1.625, X ,"(H, 3)",22,7,5,max,15.0
1550,26,1.265, O ,"(B, 3)",21,9,5,hybrid,-12.0
1551,27,0.972, X ,"(A, 3)",27,4,5,max,23.0
1552,28,0.433, O ,"(A, 4)",26,6,5,hybrid,-20.0
1553,29,0.387, X ,"(A, 5)",28,5,5,max,23.0
1554,30,0.496, O ,"(C, 4)",24,10,5,hybrid,-14.0
1555,31,0.867, X ,"(B, 6)",28,7,5,max,21.0
1556,32,0.727, O ,"(B, 5)",27,9,5,hybrid,-18.0
1557,33,0.46, X ,"(A, 6)",32,5,5,max,27.0
1558,34,0.666, O ,"(E, 6)",29,9,5,hybrid,-20.0
1559,35,0.535, X ,"(F, 6)",32,7,5,max,25.0
1560,36,0.836, O ,"(C, 7)",30,10,5,hybrid,-20.0
1561,37,1.126, X ,"(C, 8)",37,4,5,max,33.0
1562,38,0.416, O ,"(D, 7)",36,6,5,hybrid,-30.0
1563,39,0.444, X ,"(D, 8)",40,3,5,max,37.0
1564,40,0.328, O ,"(E, 7)",36,8,5,hybrid,-28.0
1565,41,0.282, X ,"(A, 2)",38,7,5,max,31.0
1566,42,0.449, O ,"(G, 6)",36,10,5,hybrid,-26.0
1567,43,0.309, X ,"(H, 7)",40,7,5,max,33.0
1568,44,0.273, O ,"(A, 7)",39,9,5,hybrid,-30.0
1569,45,0.097, X ,"(A, 8)",41,8,5,max,33.0
1570,46,0.176, O ,"(B, 8)",40,10,5,hybrid,-30.0
1571,47,0.088, X ,"(F, 7)",44,7,5,max,37.0
1572,48,0.066, O ,"(G, 1)",41,11,5,hybrid,-30.0
1573,49,0.028, X ,"(H, 1)",43,10,5,max,33.0
1574,50,0.052, O ,"(H, 2)",41,13,5,hybrid,-28.0
1575,51,0.057, X ,"(G, 2)",44,11,5,max,33.0
1576,52,0.077, O ,"(H, 8)",39,17,5,hybrid,-22.0
1577,53,0.013, X ,"(B, 7)",42,15,5,max,27.0
1578,54,0.024, O ,"(F, 8)",38,20,5,hybrid,-18.0
1579,55,0.014, X ,"(G, 7)",44,15,5,max,29.0
1580,56,0.005, O ,"(B, 1)",41,19,5,hybrid,-22.0
1581,57,0.002, X ,"(A, 1)",43,18,5,max,25.0
1582,58,0.001, O ,"(B, 2)",37,25,5,hybrid,-12.0
1583,59,0.0, X ,"(G, 8)",39,24,5,max,15.0
1584,60,0.0, O ,"(E, 8)",33,31,5,hybrid,-2.0
1585,0,0.0,,,2,2,5,,
1586,1,0.084, X ,"(E, 3)",4,1,5,min,3.0
1587,2,0.171, O ,"(F, 5)",3,3,5,max,0.0
1588,3,0.221, X ,"(C, 6)",5,2,5,min,3.0
1589,4,0.185, O ,"(E, 2)",3,5,5,max,2.0
1590,5,0.211, X ,"(F, 2)",5,4,5,min,1.0
1591,6,0.348, O ,"(C, 3)",4,6,5,max,2.0
1592,7,0.519, X ,"(D, 2)",6,5,5,min,1.0
1593,8,0.25, O ,"(E, 1)",3,9,5,max,6.0
1594,9,0.437, X ,"(D, 3)",5,8,5,min,-3.0
1595,10,0.585, O ,"(D, 6)",2,12,5,max,10.0
1596,11,0.782, X ,"(E, 6)",4,11,5,min,-7.0
1597,12,0.52, O ,"(G, 3)",3,13,5,max,10.0
1598,13,0.569, X ,"(C, 4)",5,12,5,min,-7.0
1599,14,0.612, O ,"(B, 4)",4,14,5,max,10.0
1600,15,0.732, X ,"(B, 3)",6,13,5,min,-7.0
1601,16,0.886, O ,"(B, 5)",5,15,5,max,10.0
1602,17,1.59, X ,"(A, 4)",7,14,5,min,-7.0
1603,18,1.06, O ,"(A, 3)",6,16,5,max,10.0
1604,19,0.966, X ,"(F, 3)",8,15,5,min,-7.0
1605,20,0.979, O ,"(A, 6)",7,17,5,max,10.0
1606,21,1.242, X ,"(H, 3)",9,16,5,min,-7.0
1607,22,0.875, O ,"(A, 5)",8,18,5,max,10.0
1608,23,0.926, X ,"(C, 2)",10,17,5,min,-7.0
1609,24,1.328, O ,"(C, 1)",9,19,5,max,10.0
1610,25,0.789, X ,"(F, 4)",11,18,5,min,-7.0
1611,26,0.958, O ,"(G, 4)",8,22,5,max,14.0
1612,27,1.295, X ,"(G, 6)",11,20,5,min,-9.0
1613,28,1.177, O ,"(H, 4)",10,22,5,max,12.0
1614,29,0.707, X ,"(H, 5)",12,21,5,min,-9.0
1615,30,0.632, O ,"(E, 7)",9,25,5,max,16.0
1616,31,1.169, X ,"(F, 6)",11,24,5,min,-13.0
1617,32,0.89, O ,"(C, 7)",10,26,5,max,16.0
1618,33,1.156, X ,"(D, 7)",12,25,5,min,-13.0
1619,34,0.955, O ,"(E, 8)",10,28,5,max,18.0
1620,35,0.963, X ,"(B, 6)",12,27,5,min,-15.0
1621,36,0.5, O ,"(H, 6)",6,34,5,max,28.0
1622,37,0.751, X ,"(F, 7)",10,31,5,min,-21.0
1623,38,0.537, O ,"(C, 5)",9,33,5,max,24.0
1624,39,0.606, X ,"(D, 1)",14,29,5,min,-15.0
1625,40,0.553, O ,"(F, 1)",12,32,5,max,20.0
1626,41,0.886, X ,"(G, 5)",15,30,5,min,-15.0
1627,42,0.938, O ,"(F, 8)",10,36,5,max,26.0
1628,43,0.315, X ,"(H, 7)",12,35,5,min,-23.0
1629,44,0.066, O ,"(G, 7)",9,39,5,max,30.0
1630,45,0.209, X ,"(D, 8)",18,31,5,min,-13.0
1631,46,0.066, O ,"(C, 8)",15,35,5,max,20.0
1632,47,0.223, X ,"(H, 2)",19,32,5,min,-13.0
1633,48,0.045, O ,"(G, 2)",18,34,5,max,16.0
1634,49,0.17, X ,"(H, 8)",20,33,5,min,-13.0
1635,50,0.028, O ,"(G, 8)",19,35,5,max,16.0
1636,51,0.078, X ,"(H, 1)",23,32,5,min,-9.0
1637,52,0.019, O ,"(G, 1)",22,34,5,max,12.0
1638,53,0.04, X ,"(B, 8)",29,28,5,min,1.0
1639,54,0.008, O ,"(B, 7)",28,30,5,max,2.0
1640,55,0.012, X ,"(A, 8)",31,28,5,min,3.0
1641,56,0.003, O ,"(A, 7)",30,30,5,max,0.0
1642,57,0.004, X ,"(A, 2)",38,23,5,min,15.0
1643,58,0.0, O ,"(B, 2)",37,25,5,max,-12.0
1644,59,0.0, X ,"(A, 1)",40,23,5,min,17.0
1645,60,0.0, O ,"(B, 1)",39,25,5,max,-14.0
1646,0,0.0,,,2,2,5,,
1647,1,0.085, X ,"(E, 3)",4,1,5,min,3.0
1648,2,0.172, O ,"(F, 5)",3,3,5,hybrid,0.0
1649,3,0.22, X ,"(C, 6)",5,2,5,min,3.0
1650,4,0.268, O ,"(D, 3)",4,4,5,hybrid,0.0
1651,5,0.399, X ,"(D, 2)",6,3,5,min,3.0
1652,6,0.326, O ,"(C, 2)",5,5,5,hybrid,0.0
1653,7,0.633, X ,"(C, 3)",7,4,5,min,3.0
1654,8,1.004, O ,"(C, 4)",5,7,5,hybrid,2.0
1655,9,0.918, X ,"(F, 3)",7,6,5,min,1.0
1656,10,1.145, O ,"(E, 2)",3,11,5,hybrid,8.0
1657,11,0.497, X ,"(D, 1)",8,7,5,min,1.0
1658,12,0.844, O ,"(C, 1)",7,9,5,hybrid,2.0
1659,13,1.159, X ,"(F, 2)",9,8,5,min,1.0
1660,14,1.466, O ,"(F, 4)",8,10,5,hybrid,2.0
1661,15,1.525, X ,"(B, 3)",12,7,5,min,5.0
1662,16,1.253, O ,"(E, 1)",10,10,5,hybrid,0.0
1663,17,1.123, X ,"(F, 1)",12,9,5,min,3.0
1664,18,2.054, O ,"(G, 3)",10,12,5,hybrid,2.0
1665,19,2.827, X ,"(H, 3)",14,9,5,min,5.0
1666,20,2.429, O ,"(G, 4)",12,12,5,hybrid,0.0
1667,21,2.556, X ,"(H, 4)",16,9,5,min,7.0
1668,22,2.913, O ,"(B, 4)",15,11,5,hybrid,-4.0
1669,23,1.445, X ,"(A, 4)",17,10,5,min,7.0
1670,24,2.188, O ,"(G, 5)",15,13,5,hybrid,-2.0
1671,25,1.131, X ,"(D, 6)",18,11,5,min,7.0
1672,26,2.504, O ,"(H, 5)",17,13,5,hybrid,-4.0
1673,27,1.124, X ,"(E, 6)",20,11,5,min,9.0
1674,28,2.094, O ,"(A, 3)",19,13,5,hybrid,-6.0
1675,29,1.286, X ,"(F, 6)",21,12,5,min,9.0
1676,30,1.639, O ,"(H, 6)",19,15,5,hybrid,-4.0
1677,31,1.071, X ,"(G, 6)",21,14,5,min,7.0
1678,32,1.051, O ,"(A, 5)",19,17,5,hybrid,-2.0
1679,33,0.566, X ,"(B, 1)",23,14,5,min,9.0
1680,34,1.104, O ,"(C, 5)",17,21,5,hybrid,4.0
1681,35,0.72, X ,"(B, 5)",19,20,5,min,-1.0
1682,36,0.887, O ,"(A, 6)",16,24,5,hybrid,8.0
1683,37,0.566, X ,"(H, 7)",19,22,5,min,-3.0
1684,38,0.808, O ,"(E, 7)",16,26,5,hybrid,10.0
1685,39,0.701, X ,"(C, 7)",20,23,5,min,-3.0
1686,40,0.856, O ,"(D, 7)",18,26,5,hybrid,8.0
1687,41,1.185, X ,"(F, 7)",23,22,5,min,1.0
1688,42,1.085, O ,"(D, 8)",20,26,5,hybrid,6.0
1689,43,0.852, X ,"(B, 6)",25,22,5,min,3.0
1690,44,0.708, O ,"(F, 8)",21,27,5,hybrid,6.0
1691,45,0.648, X ,"(E, 8)",25,24,5,min,1.0
1692,46,0.456, O ,"(A, 7)",24,26,5,hybrid,2.0
1693,47,0.406, X ,"(B, 2)",27,24,5,min,3.0
1694,48,0.395, O ,"(C, 8)",23,29,5,hybrid,6.0
1695,49,0.094, X ,"(G, 7)",25,28,5,min,-3.0
1696,50,0.124, O ,"(G, 2)",23,31,5,hybrid,8.0
1697,51,0.092, X ,"(B, 8)",27,28,5,min,-1.0
1698,52,0.092, O ,"(A, 8)",23,33,5,hybrid,10.0
1699,53,0.047, X ,"(B, 7)",30,27,5,min,3.0
1700,54,0.013, O ,"(A, 2)",27,31,5,hybrid,4.0
1701,55,0.007, X ,"(A, 1)",29,30,5,min,-1.0
1702,56,0.003, O ,"(G, 8)",26,34,5,hybrid,8.0
1703,57,0.002, X ,"(H, 1)",29,32,5,min,-3.0
1704,58,0.002, O ,"(G, 1)",28,34,5,hybrid,6.0
1705,59,0.0, X ,"(H, 8)",30,33,5,min,-3.0
1706,60,0.0, X ,"(H, 2)",38,26,5,min,12.0
1707,0,0.0,,,2,2,5,,
1708,1,0.095, X ,"(E, 3)",4,1,5,hybrid,3.0
1709,2,0.163, O ,"(F, 5)",3,3,5,max,0.0
1710,3,0.222, X ,"(C, 6)",5,2,5,hybrid,3.0
1711,4,0.182, O ,"(E, 2)",3,5,5,max,2.0
1712,5,0.191, X ,"(F, 2)",5,4,5,hybrid,1.0
1713,6,0.367, O ,"(C, 3)",4,6,5,max,2.0
1714,7,0.522, X ,"(D, 2)",6,5,5,hybrid,1.0
1715,8,0.257, O ,"(E, 1)",3,9,5,max,6.0
