,Round,Time,Color,Move,Black,White,Depth,Score,Pruning,Log_Time
359,46,0.004, X ,"(B, 1)",28,22,1,6,True,0.0017337128090005314
360,48,0.004, X ,"(C, 6)",34,18,1,16,True,0.0017337128090005314
361,50,0.007, X ,"(A, 8)",38,16,1,22,True,0.003029470553617962
362,52,0.0, X ,"(E, 8)",43,13,1,30,True,0.0
363,54,0.0, X ,"(A, 7)",47,11,1,36,True,0.0
364,56,0.001, X ,"(H, 8)",49,11,1,38,True,0.0004340774793185929
365,58,0.0, X ,"(H, 7)",45,17,1,28,True,0.0
366,60,0.001, X ,"(F, 8)",45,19,1,26,True,0.0004340774793185929
367,1,0.002, X ,"(E, 3)",4,1,1,3,True,0.0008677215312269133
368,3,0.001, X ,"(G, 3)",5,2,1,3,True,0.0004340774793185929
369,5,0.002, X ,"(D, 1)",6,3,1,3,True,0.0008677215312269133
370,7,0.002, X ,"(F, 2)",7,4,1,3,True,0.0008677215312269133
371,9,0.001, X ,"(G, 4)",8,5,1,3,True,0.0004340774793185929
372,11,0.002, X ,"(H, 1)",8,7,1,1,True,0.0008677215312269133
373,13,0.002, X ,"(E, 1)",8,9,1,-1,True,0.0008677215312269133
374,15,0.005, X ,"(C, 3)",8,11,1,-3,True,0.0021660617565076304
375,17,0.002, X ,"(D, 3)",9,12,1,-3,True,0.0008677215312269133
376,19,0.002, X ,"(B, 3)",9,14,1,-5,True,0.0008677215312269133
377,21,0.002, X ,"(A, 1)",11,14,1,-3,True,0.0008677215312269133
378,23,0.004, X ,"(D, 6)",11,16,1,-5,True,0.0017337128090005314
379,25,0.001, X ,"(F, 6)",11,18,1,-7,True,0.0004340774793185929
380,27,0.002, X ,"(G, 1)",13,18,1,-5,True,0.0008677215312269133
381,29,0.002, X ,"(B, 5)",14,19,1,-5,True,0.0008677215312269133
382,31,0.001, X ,"(C, 4)",16,19,1,-3,True,0.0004340774793185929
383,33,0.004, X ,"(A, 4)",17,20,1,-3,True,0.0017337128090005314
384,35,0.003, X ,"(A, 2)",16,23,1,-7,True,0.001300933020418072
385,37,0.003, X ,"(B, 2)",17,24,1,-7,True,0.001300933020418072
386,39,0.003, X ,"(F, 1)",19,24,1,-5,True,0.001300933020418072
387,40,0.003, X ,"(H, 5)",22,22,1,0,True,0.001300933020418072
388,42,0.004, X ,"(H, 6)",24,22,1,2,True,0.0017337128090005314
389,44,0.002, X ,"(C, 7)",26,22,1,4,True,0.0008677215312269133
390,46,0.002, X ,"(H, 4)",30,20,1,10,True,0.0008677215312269133
391,48,0.002, X ,"(C, 6)",37,15,1,22,True,0.0008677215312269133
392,50,0.001, X ,"(H, 8)",38,16,1,22,True,0.0004340774793185929
393,52,0.002, X ,"(A, 8)",41,15,1,26,True,0.0008677215312269133
394,54,0.001, X ,"(A, 7)",47,11,1,36,True,0.0004340774793185929
395,56,0.001, X ,"(A, 6)",47,13,1,34,True,0.0004340774793185929
396,58,0.0, X ,"(H, 7)",52,10,1,42,True,0.0
397,60,0.0, X ,"(E, 8)",56,8,1,48,True,0.0
398,1,0.001, X ,"(E, 3)",4,1,1,3,True,0.0004340774793185929
399,3,0.001, X ,"(C, 2)",5,2,1,3,True,0.0004340774793185929
400,5,0.003, X ,"(C, 3)",6,3,1,3,True,0.001300933020418072
401,7,0.001, X ,"(F, 5)",7,4,1,3,True,0.0004340774793185929
402,9,0.002, X ,"(E, 1)",6,7,1,-1,True,0.0008677215312269133
403,11,0.003, X ,"(E, 2)",7,8,1,-1,True,0.001300933020418072
404,13,0.002, X ,"(B, 4)",8,9,1,-1,True,0.0008677215312269133
405,15,0.002, X ,"(A, 1)",6,13,1,-7,True,0.0008677215312269133
406,17,0.003, X ,"(G, 3)",7,14,1,-7,True,0.001300933020418072
407,19,0.002, X ,"(A, 3)",8,15,1,-7,True,0.0008677215312269133
408,21,0.002, X ,"(C, 1)",9,16,1,-7,True,0.0008677215312269133
409,23,0.002, X ,"(G, 4)",10,17,1,-7,True,0.0008677215312269133
410,25,0.002, X ,"(C, 5)",11,18,1,-7,True,0.0008677215312269133
411,27,0.003, X ,"(C, 6)",12,19,1,-7,True,0.001300933020418072
412,29,0.003, X ,"(G, 6)",13,20,1,-7,True,0.001300933020418072
413,31,0.002, X ,"(H, 5)",14,21,1,-7,True,0.0008677215312269133
414,33,0.002, X ,"(D, 7)",15,22,1,-7,True,0.0008677215312269133
415,35,0.001, X ,"(H, 1)",21,18,1,3,True,0.0004340774793185929
416,37,0.002, X ,"(F, 7)",22,19,1,3,True,0.0008677215312269133
417,39,0.002, X ,"(E, 8)",23,20,1,3,True,0.0008677215312269133
418,41,0.003, X ,"(H, 6)",23,22,1,1,True,0.001300933020418072
419,43,0.003, X ,"(C, 7)",24,23,1,1,True,0.001300933020418072
420,45,0.002, X ,"(A, 4)",26,23,1,3,True,0.0008677215312269133
421,47,0.002, X ,"(A, 8)",28,23,1,5,True,0.0008677215312269133
422,49,0.002, X ,"(H, 8)",33,20,1,13,True,0.0008677215312269133
423,51,0.001, X ,"(G, 2)",39,16,1,23,True,0.0004340774793185929
424,53,0.0, X ,"(B, 8)",41,16,1,25,True,0.0
425,55,0.001, X ,"(C, 4)",43,16,1,27,True,0.0004340774793185929
426,57,0.001, X ,"(F, 8)",45,16,1,29,True,0.0004340774793185929
427,59,0.001, X ,"(A, 6)",49,14,1,35,True,0.0004340774793185929
428,60,0.003, X ,"(G, 8)",52,12,1,40,True,0.001300933020418072
429,1,0.001, X ,"(E, 3)",4,1,1,3,True,0.0004340774793185929
430,3,0.002, X ,"(C, 6)",5,2,1,3,True,0.0008677215312269133
431,5,0.002, X ,"(D, 2)",6,3,1,3,True,0.0008677215312269133
432,7,0.004, X ,"(B, 3)",7,4,1,3,True,0.0017337128090005314
433,9,0.002, X ,"(F, 4)",8,5,1,3,True,0.0008677215312269133
434,11,0.002, X ,"(F, 3)",10,5,1,5,True,0.0008677215312269133
435,13,0.002, X ,"(C, 1)",10,7,1,3,True,0.0008677215312269133
436,15,0.002, X ,"(F, 1)",11,8,1,3,True,0.0008677215312269133
437,17,0.001, X ,"(E, 2)",12,9,1,3,True,0.0004340774793185929
438,19,0.002, X ,"(B, 6)",13,10,1,3,True,0.0008677215312269133
439,21,0.002, X ,"(A, 3)",14,11,1,3,True,0.0008677215312269133
440,23,0.001, X ,"(B, 4)",15,12,1,3,True,0.0004340774793185929
441,25,0.002, X ,"(A, 1)",18,11,1,7,True,0.0008677215312269133
442,27,0.002, X ,"(B, 2)",18,13,1,5,True,0.0008677215312269133
443,29,0.002, X ,"(A, 5)",18,15,1,3,True,0.0008677215312269133
444,31,0.002, X ,"(C, 4)",18,17,1,1,True,0.0008677215312269133
445,33,0.002, X ,"(G, 4)",16,21,1,-5,True,0.0008677215312269133
446,35,0.002, X ,"(H, 1)",17,22,1,-5,True,0.0008677215312269133
447,37,0.005, X ,"(G, 3)",18,23,1,-5,True,0.0021660617565076304
448,39,0.002, X ,"(H, 3)",20,23,1,-3,True,0.0008677215312269133
449,41,0.001, X ,"(H, 5)",21,24,1,-3,True,0.0004340774793185929
450,42,0.001, X ,"(E, 7)",24,22,1,2,True,0.0004340774793185929
451,44,0.002, X ,"(C, 8)",26,22,1,4,True,0.0008677215312269133
452,46,0.001, X ,"(E, 6)",33,17,1,16,True,0.0004340774793185929
453,48,0.001, X ,"(F, 6)",32,20,1,12,True,0.0004340774793185929
454,50,0.002, X ,"(A, 8)",31,23,1,8,True,0.0008677215312269133
455,52,0.002, X ,"(H, 8)",34,22,1,12,True,0.0008677215312269133
456,54,0.001, X ,"(H, 6)",34,24,1,10,True,0.0004340774793185929
457,56,0.001, X ,"(A, 7)",42,18,1,24,True,0.0004340774793185929
458,58,0.001, X ,"(D, 8)",44,18,1,26,True,0.0004340774793185929
459,60,0.0, X ,"(H, 7)",49,15,1,34,True,0.0
460,1,0.001, X ,"(E, 3)",4,1,1,3,True,0.0004340774793185929
461,3,0.002, X ,"(G, 3)",5,2,1,3,True,0.0008677215312269133
462,5,0.003, X ,"(F, 4)",6,3,1,3,True,0.001300933020418072
463,7,0.001, X ,"(D, 1)",6,5,1,1,True,0.0004340774793185929
464,9,0.002, X ,"(F, 2)",6,7,1,-1,True,0.0008677215312269133
465,11,0.001, X ,"(H, 4)",7,8,1,-1,True,0.0004340774793185929
466,13,0.002, X ,"(C, 4)",7,10,1,-3,True,0.0008677215312269133
467,15,0.002, X ,"(E, 1)",8,11,1,-3,True,0.0008677215312269133
468,17,0.003, X ,"(B, 3)",9,12,1,-3,True,0.001300933020418072
469,19,0.002, X ,"(D, 6)",10,13,1,-3,True,0.0008677215312269133
470,21,0.002, X ,"(G, 4)",12,13,1,-1,True,0.0008677215312269133
471,23,0.002, X ,"(C, 3)",14,13,1,1,True,0.0008677215312269133
472,25,0.002, X ,"(C, 5)",14,15,1,-1,True,0.0008677215312269133
473,27,0.002, X ,"(C, 6)",16,15,1,1,True,0.0008677215312269133
474,29,0.002, X ,"(D, 2)",13,20,1,-7,True,0.0008677215312269133
475,31,0.002, X ,"(B, 4)",14,21,1,-7,True,0.0008677215312269133
476,33,0.002, X ,"(A, 3)",15,22,1,-7,True,0.0008677215312269133
477,35,0.002, X ,"(G, 6)",14,25,1,-11,True,0.0008677215312269133
478,37,0.003, X ,"(H, 3)",14,27,1,-13,True,0.001300933020418072
479,39,0.002, X ,"(G, 5)",14,29,1,-15,True,0.0008677215312269133
480,41,0.003, X ,"(H, 6)",13,32,1,-19,True,0.001300933020418072
481,43,0.002, X ,"(B, 6)",10,37,1,-27,True,0.0008677215312269133
482,45,0.002, X ,"(F, 7)",12,37,1,-25,True,0.0008677215312269133
483,47,0.002, X ,"(C, 8)",14,37,1,-23,True,0.0008677215312269133
484,49,0.002, X ,"(E, 8)",17,36,1,-19,True,0.0008677215312269133
485,51,0.001, X ,"(H, 1)",16,39,1,-23,True,0.0004340774793185929
486,53,0.0, X ,"(H, 8)",22,35,1,-13,True,0.0
487,55,0.001, X ,"(A, 1)",28,31,1,-3,True,0.0004340774793185929
488,56,0.0, X ,"(A, 8)",32,28,1,4,True,0.0
489,58,0.0, X ,"(G, 8)",38,24,1,14,True,0.0
490,60,0.001, X ,"(B, 2)",48,16,1,32,True,0.0004340774793185929
491,1,0.002, X ,"(E, 3)",4,1,1,3,True,0.0008677215312269133
492,3,0.002, X ,"(C, 2)",5,2,1,3,True,0.0008677215312269133
493,5,0.002, X ,"(C, 1)",6,3,1,3,True,0.0008677215312269133
494,7,0.001, X ,"(E, 2)",7,4,1,3,True,0.0004340774793185929
495,9,0.004, X ,"(A, 1)",8,5,1,3,True,0.0017337128090005314
496,11,0.002, X ,"(B, 2)",9,6,1,3,True,0.0008677215312269133
497,13,0.002, X ,"(F, 4)",8,9,1,-1,True,0.0008677215312269133
498,15,0.001, X ,"(C, 3)",9,10,1,-1,True,0.0004340774793185929
499,17,0.002, X ,"(D, 1)",9,12,1,-3,True,0.0008677215312269133
500,19,0.002, X ,"(F, 1)",10,13,1,-3,True,0.0008677215312269133
501,21,0.002, X ,"(G, 5)",9,16,1,-7,True,0.0008677215312269133
502,23,0.004, X ,"(E, 7)",10,17,1,-7,True,0.0017337128090005314
503,25,0.002, X ,"(A, 3)",12,17,1,-5,True,0.0008677215312269133
504,27,0.002, X ,"(F, 3)",13,18,1,-5,True,0.0008677215312269133
505,29,0.003, X ,"(H, 4)",13,20,1,-7,True,0.001300933020418072
506,31,0.002, X ,"(E, 6)",15,20,1,-5,True,0.0008677215312269133
507,33,0.005, X ,"(C, 6)",15,22,1,-7,True,0.0021660617565076304
508,35,0.002, X ,"(B, 3)",14,25,1,-11,True,0.0008677215312269133
509,37,0.003, X ,"(A, 5)",17,24,1,-7,True,0.001300933020418072
510,39,0.002, X ,"(C, 5)",18,25,1,-7,True,0.0008677215312269133
511,41,0.003, X ,"(H, 6)",20,25,1,-5,True,0.001300933020418072
512,43,0.001, X ,"(F, 8)",23,24,1,-1,True,0.0004340774793185929
513,45,0.002, X ,"(C, 7)",25,24,1,1,True,0.0008677215312269133
514,47,0.002, X ,"(F, 7)",30,21,1,9,True,0.0008677215312269133
515,49,0.001, X ,"(A, 6)",33,20,1,13,True,0.0004340774793185929
516,51,0.001, X ,"(C, 8)",35,20,1,15,True,0.0004340774793185929
517,53,0.001, X ,"(H, 8)",38,19,1,19,True,0.0004340774793185929
518,55,0.0, X ,"(H, 1)",48,11,1,37,True,0.0
519,57,0.0, X ,"(A, 8)",47,14,1,33,True,0.0
520,59,0.0, X ,"(D, 7)",46,17,1,29,True,0.0
521,60,0.001, X ,"(B, 7)",49,15,1,34,True,0.0004340774793185929
522,1,0.002, X ,"(E, 3)",4,1,1,3,True,0.0008677215312269133
523,3,0.002, X ,"(C, 6)",5,2,1,3,True,0.0008677215312269133
524,5,0.004, X ,"(D, 2)",6,3,1,3,True,0.0017337128090005314
525,7,0.004, X ,"(B, 3)",7,4,1,3,True,0.0017337128090005314
526,9,0.002, X ,"(F, 3)",8,5,1,3,True,0.0008677215312269133
527,11,0.001, X ,"(B, 4)",9,6,1,3,True,0.0004340774793185929
528,13,0.002, X ,"(A, 1)",9,8,1,1,True,0.0008677215312269133
529,15,0.002, X ,"(H, 1)",12,7,1,5,True,0.0008677215312269133
530,17,0.005, X ,"(C, 1)",12,9,1,3,True,0.0021660617565076304
531,19,0.003, X ,"(E, 1)",13,10,1,3,True,0.001300933020418072
532,21,0.002, X ,"(C, 2)",13,12,1,1,True,0.0008677215312269133
533,23,0.003, X ,"(A, 4)",14,13,1,1,True,0.001300933020418072
534,25,0.003, X ,"(F, 1)",15,14,1,1,True,0.001300933020418072
535,27,0.001, X ,"(C, 4)",16,15,1,1,True,0.0004340774793185929
536,29,0.002, X ,"(G, 5)",17,16,1,1,True,0.0008677215312269133
537,31,0.002, X ,"(G, 4)",15,20,1,-5,True,0.0008677215312269133
538,33,0.002, X ,"(H, 5)",15,22,1,-7,True,0.0008677215312269133
539,35,0.002, X ,"(H, 4)",13,26,1,-13,True,0.0008677215312269133
540,37,0.003, X ,"(H, 2)",14,27,1,-13,True,0.001300933020418072
541,39,0.002, X ,"(E, 6)",12,31,1,-19,True,0.0008677215312269133
542,41,0.002, X ,"(G, 6)",13,32,1,-19,True,0.0008677215312269133
543,43,0.002, X ,"(D, 7)",14,33,1,-19,True,0.0008677215312269133
544,45,0.001, X ,"(C, 8)",15,34,1,-19,True,0.0004340774793185929
545,47,0.002, X ,"(A, 6)",22,29,1,-7,True,0.0008677215312269133
546,49,0.001, X ,"(H, 8)",23,30,1,-7,True,0.0004340774793185929
547,51,0.001, X ,"(F, 6)",28,27,1,1,True,0.0004340774793185929
548,53,0.002, X ,"(A, 8)",29,28,1,1,True,0.0008677215312269133
549,55,0.0, X ,"(B, 7)",37,22,1,15,True,0.0
550,57,0.001, X ,"(F, 8)",42,19,1,23,True,0.0004340774793185929
551,60,0.0, X ,"(G, 8)",34,30,1,4,True,0.0
552,1,0.001, X ,"(E, 3)",4,1,1,3,True,0.0004340774793185929
553,3,0.002, X ,"(C, 2)",5,2,1,3,True,0.0008677215312269133
554,5,0.002, X ,"(C, 4)",6,3,1,3,True,0.0008677215312269133
555,7,0.002, X ,"(G, 3)",7,4,1,3,True,0.0008677215312269133
556,9,0.002, X ,"(D, 1)",8,5,1,3,True,0.0008677215312269133
557,11,0.001, X ,"(F, 2)",9,6,1,3,True,0.0004340774793185929
558,13,0.002, X ,"(G, 4)",10,7,1,3,True,0.0008677215312269133
559,15,0.004, X ,"(H, 1)",11,8,1,3,True,0.0017337128090005314
560,17,0.002, X ,"(A, 4)",9,12,1,-3,True,0.0008677215312269133
561,19,0.001, X ,"(F, 4)",10,13,1,-3,True,0.0004340774793185929
562,21,0.003, X ,"(D, 2)",11,14,1,-3,True,0.001300933020418072
563,23,0.002, X ,"(B, 4)",11,16,1,-5,True,0.0008677215312269133
564,25,0.002, X ,"(C, 1)",10,19,1,-9,True,0.0008677215312269133
565,27,0.002, X ,"(A, 1)",11,20,1,-9,True,0.0008677215312269133
566,29,0.002, X ,"(H, 5)",9,24,1,-15,True,0.0008677215312269133
567,31,0.003, X ,"(E, 6)",10,25,1,-15,True,0.001300933020418072
568,33,0.003, X ,"(D, 7)",11,26,1,-15,True,0.001300933020418072
569,35,0.002, X ,"(F, 7)",12,27,1,-15,True,0.0008677215312269133
570,37,0.002, X ,"(C, 5)",12,29,1,-17,True,0.0008677215312269133
571,39,0.002, X ,"(A, 2)",13,30,1,-17,True,0.0008677215312269133
572,41,0.002, X ,"(B, 5)",14,31,1,-17,True,0.0008677215312269133
573,43,0.002, X ,"(B, 6)",14,33,1,-19,True,0.0008677215312269133
574,45,0.001, X ,"(F, 1)",15,34,1,-19,True,0.0004340774793185929
575,47,0.002, X ,"(F, 6)",18,33,1,-15,True,0.0008677215312269133
576,49,0.002, X ,"(C, 8)",23,30,1,-7,True,0.0008677215312269133
577,51,0.001, X ,"(F, 8)",27,28,1,-1,True,0.0004340774793185929
578,53,0.002, X ,"(H, 8)",27,30,1,-3,True,0.0008677215312269133
579,55,0.001, X ,"(H, 2)",31,28,1,3,True,0.0004340774793185929
580,57,0.001, X ,"(A, 8)",35,26,1,9,True,0.0004340774793185929
581,59,0.0, X ,"(H, 7)",42,21,1,21,True,0.0
582,60,0.001, X ,"(B, 8)",49,15,1,34,True,0.0004340774793185929
583,1,0.002, X ,"(E, 3)",4,1,1,3,True,0.0008677215312269133
584,3,0.002, X ,"(G, 3)",5,2,1,3,True,0.0008677215312269133
585,5,0.002, X ,"(F, 4)",6,3,1,3,True,0.0008677215312269133
586,7,0.003, X ,"(H, 1)",7,4,1,3,True,0.001300933020418072
587,9,0.002, X ,"(D, 1)",7,6,1,1,True,0.0008677215312269133
588,11,0.002, X ,"(F, 1)",8,7,1,1,True,0.0008677215312269133
589,13,0.002, X ,"(D, 3)",10,7,1,3,True,0.0008677215312269133
590,15,0.002, X ,"(C, 4)",8,11,1,-3,True,0.0008677215312269133
591,17,0.001, X ,"(B, 5)",9,12,1,-3,True,0.0004340774793185929
592,19,0.002, X ,"(C, 2)",10,13,1,-3,True,0.0008677215312269133
593,21,0.002, X ,"(A, 4)",11,14,1,-3,True,0.0008677215312269133
594,23,0.002, X ,"(G, 4)",11,16,1,-5,True,0.0008677215312269133
595,25,0.002, X ,"(A, 3)",13,16,1,-3,True,0.0008677215312269133
596,27,0.002, X ,"(A, 1)",10,21,1,-11,True,0.0008677215312269133
597,29,0.002, X ,"(C, 5)",11,22,1,-11,True,0.0008677215312269133
598,31,0.004, X ,"(A, 5)",12,23,1,-11,True,0.0017337128090005314
599,33,0.003, X ,"(F, 2)",14,23,1,-9,True,0.001300933020418072
600,35,0.002, X ,"(C, 7)",10,29,1,-19,True,0.0008677215312269133
601,37,0.002, X ,"(H, 2)",12,29,1,-17,True,0.0008677215312269133
602,39,0.001, X ,"(C, 6)",15,28,1,-13,True,0.0004340774793185929
603,41,0.002, X ,"(A, 8)",17,28,1,-11,True,0.0008677215312269133
604,43,0.001, X ,"(D, 7)",18,29,1,-11,True,0.0004340774793185929
605,45,0.002, X ,"(C, 8)",17,32,1,-15,True,0.0008677215312269133
606,47,0.002, X ,"(B, 1)",27,24,1,3,True,0.0008677215312269133
607,48,0.002, X ,"(H, 5)",34,18,1,16,True,0.0008677215312269133
608,50,0.001, X ,"(H, 4)",37,17,1,20,True,0.0004340774793185929
609,52,0.001, X ,"(E, 7)",42,14,1,28,True,0.0004340774793185929
610,54,0.002, X ,"(F, 8)",44,14,1,30,True,0.0008677215312269133
611,56,0.002, X ,"(H, 8)",46,14,1,32,True,0.0008677215312269133
612,58,0.001, X ,"(A, 7)",52,10,1,42,True,0.0004340774793185929
613,60,0.0, X ,"(H, 7)",55,9,1,46,True,0.0
614,1,0.006, X ,"(E, 3)",4,1,2,3,False,0.0025979807199085947
615,3,0.008, X ,"(C, 6)",5,2,2,3,False,0.003460532109506489
616,5,0.009, X ,"(F, 2)",5,4,2,1,False,0.0038911662369104775
617,7,0.014, X ,"(E, 1)",6,5,2,1,False,0.006037954997317177
618,9,0.007, X ,"(C, 4)",7,6,2,1,False,0.003029470553617962
619,11,0.008, X ,"(C, 2)",9,6,2,3,False,0.003460532109506489
620,13,0.015, X ,"(A, 3)",10,7,2,3,False,0.006466042249231681
621,15,0.015, X ,"(D, 3)",11,8,2,3,False,0.006466042249231681
622,17,0.019, X ,"(A, 1)",12,9,2,3,False,0.008174184006426355
623,19,0.013, X ,"(A, 5)",13,10,2,3,False,0.005609445360280386
624,21,0.015, X ,"(B, 5)",15,10,2,5,False,0.006466042249231681
625,23,0.016, X ,"(A, 2)",11,16,2,-5,False,0.006893707947900456
626,25,0.019, X ,"(D, 1)",12,17,2,-5,False,0.008174184006426355
627,27,0.017, X ,"(F, 3)",12,19,2,-7,False,0.0073209529227445565
628,29,0.018, X ,"(A, 6)",11,22,2,-11,False,0.007747778000739948
629,31,0.019, X ,"(C, 1)",15,20,2,-5,False,0.008174184006426355
630,33,0.012, X ,"(D, 7)",15,22,2,-7,False,0.005180512503780314
631,35,0.013, X ,"(A, 8)",19,20,2,-1,False,0.005609445360280386
632,37,0.012, X ,"(H, 1)",25,16,2,9,False,0.005180512503780314
633,39,0.019, X ,"(G, 3)",26,17,2,9,False,0.008174184006426355
634,41,0.012, X ,"(G, 4)",25,20,2,5,False,0.005180512503780314
635,43,0.01, X ,"(G, 1)",30,17,2,13,False,0.004321373782642578
636,44,0.008, X ,"(H, 3)",34,14,2,20,False,0.003460532109506489
637,45,0.008, X ,"(C, 8)",37,12,2,25,False,0.003460532109506489
638,46,0.007, X ,"(H, 5)",42,8,2,34,False,0.003029470553617962
639,48,0.006, X ,"(E, 7)",46,6,2,40,False,0.0025979807199085947
640,50,0.006, X ,"(E, 8)",47,7,2,40,False,0.0025979807199085947
641,52,0.004, X ,"(F, 6)",49,7,2,42,False,0.0017337128090005314
642,54,0.003, X ,"(H, 6)",50,8,2,42,False,0.001300933020418072
643,56,0.002, X ,"(H, 8)",50,10,2,40,False,0.0008677215312269133
644,58,0.002, X ,"(G, 7)",51,11,2,40,False,0.0008677215312269133
645,60,0.001, X ,"(G, 8)",53,11,2,42,False,0.0004340774793185929
646,1,0.007, X ,"(E, 3)",4,1,2,3,False,0.003029470553617962
647,3,0.015, X ,"(C, 2)",5,2,2,3,False,0.006466042249231681
648,5,0.012, X ,"(C, 4)",6,3,2,3,False,0.005180512503780314
649,7,0.013, X ,"(G, 3)",7,4,2,3,False,0.005609445360280386
650,9,0.017, X ,"(A, 4)",8,5,2,3,False,0.0073209529227445565
651,11,0.039, X ,"(B, 5)",9,6,2,3,False,0.016615547557177382
652,13,0.084, X ,"(D, 1)",10,7,2,3,False,0.03502928220236815
653,15,0.047, X ,"(C, 6)",12,7,2,5,False,0.019946681678842306
654,17,0.044, X ,"(E, 6)",13,8,2,5,False,0.01870049866624337
655,19,0.043, X ,"(A, 1)",16,7,2,9,False,0.018284308426530838
656,21,0.039, X ,"(B, 1)",16,9,2,7,False,0.016615547557177382
657,23,0.052, X ,"(E, 7)",14,13,2,1,False,0.02201573981772028
658,25,0.023, X ,"(C, 5)",14,15,2,-1,False,0.009875633712160119
659,27,0.05, X ,"(A, 2)",15,16,2,-1,False,0.021189299069938092
660,29,0.049, X ,"(E, 1)",16,17,2,-1,False,0.02077548819355783
661,31,0.049, X ,"(E, 2)",17,18,2,-1,False,0.02077548819355783
662,33,0.036, X ,"(H, 4)",18,19,2,-1,False,0.015359755409214231
663,35,0.03, X ,"(G, 5)",17,22,2,-5,False,0.012837224705172217
664,37,0.029, X ,"(H, 5)",19,22,2,-3,False,0.012415374762432893
665,39,0.029, X ,"(C, 7)",21,22,2,-1,False,0.012415374762432893
666,41,0.052, X ,"(A, 8)",22,23,2,-1,False,0.02201573981772028
667,43,0.043, X ,"(H, 1)",25,22,2,3,False,0.018284308426530838
668,45,0.027, X ,"(H, 2)",25,24,2,1,False,0.01157044359727816
669,47,0.029, X ,"(F, 6)",31,20,2,11,False,0.012415374762432893
670,49,0.023, X ,"(A, 6)",35,18,2,17,False,0.009875633712160119
671,51,0.015, X ,"(D, 7)",40,15,2,25,False,0.006466042249231681
672,53,0.011, X ,"(D, 8)",43,14,2,29,False,0.00475115559100102
673,55,0.01, X ,"(G, 1)",45,14,2,31,False,0.004321373782642578
674,57,0.004, X ,"(G, 8)",49,12,2,37,False,0.0017337128090005314
675,59,0.001, X ,"(H, 8)",50,13,2,37,False,0.0004340774793185929
676,1,0.01, X ,"(E, 3)",4,1,2,3,False,0.004321373782642578
677,3,0.018, X ,"(C, 6)",5,2,2,3,False,0.007747778000739948
678,5,0.022, X ,"(F, 2)",5,4,2,1,False,0.009450895798693935
679,7,0.017, X ,"(E, 1)",6,5,2,1,False,0.0073209529227445565
680,9,0.013, X ,"(G, 3)",6,7,2,-1,False,0.005609445360280386
681,11,0.016, X ,"(C, 1)",6,9,2,-3,False,0.006893707947900456
682,13,0.011, X ,"(C, 3)",7,10,2,-3,False,0.00475115559100102
683,15,0.02, X ,"(C, 5)",7,12,2,-5,False,0.00860017176191757
684,17,0.046, X ,"(A, 1)",10,11,2,-1,False,0.01953168453125545
685,19,0.026, X ,"(F, 3)",11,12,2,-1,False,0.011147360775797479
686,21,0.027, X ,"(C, 2)",11,14,2,-3,False,0.01157044359727816
687,23,0.042, X ,"(A, 3)",8,19,2,-11,False,0.017867718963505686
688,25,0.023, X ,"(B, 3)",9,20,2,-11,False,0.009875633712160119
689,27,0.015, X ,"(B, 4)",10,21,2,-11,False,0.006466042249231681
690,29,0.013, X ,"(A, 4)",11,22,2,-11,False,0.005609445360280386
691,31,0.027, X ,"(B, 5)",10,25,2,-15,False,0.01157044359727816
692,33,0.016, X ,"(G, 5)",12,25,2,-13,False,0.006893707947900456
693,35,0.022, X ,"(H, 3)",14,25,2,-11,False,0.009450895798693935
694,37,0.024, X ,"(H, 1)",15,26,2,-11,False,0.010299956639811961
695,39,0.015, X ,"(A, 8)",18,25,2,-7,False,0.006466042249231681
696,41,0.031, X ,"(D, 6)",19,26,2,-7,False,0.013258665283516512
697,43,0.016, X ,"(G, 6)",20,27,2,-7,False,0.006893707947900456
698,45,0.025, X ,"(H, 8)",26,23,2,3,False,0.010723865391773066
699,47,0.029, X ,"(H, 2)",30,21,2,9,False,0.012415374762432893
700,49,0.023, X ,"(A, 7)",35,18,2,17,False,0.009875633712160119
701,51,0.022, X ,"(D, 7)",46,9,2,37,False,0.009450895798693935
702,53,0.015, X ,"(D, 8)",46,11,2,35,False,0.006466042249231681
703,55,0.01, X ,"(F, 8)",46,13,2,33,False,0.004321373782642578
704,57,0.003, X ,"(H, 5)",49,12,2,37,False,0.001300933020418072
705,59,0.001, X ,"(H, 6)",50,13,2,37,False,0.0004340774793185929
706,1,0.007, X ,"(E, 3)",4,1,2,3,False,0.003029470553617962
707,3,0.01, X ,"(C, 6)",5,2,2,3,False,0.004321373782642578
708,5,0.017, X ,"(F, 2)",5,4,2,1,False,0.0073209529227445565
709,7,0.025, X ,"(E, 1)",6,5,2,1,False,0.010723865391773066
710,9,0.021, X ,"(G, 3)",6,7,2,-1,False,0.009025742086910208
711,11,0.015, X ,"(F, 4)",7,8,2,-1,False,0.006466042249231681
712,13,0.029, X ,"(C, 3)",7,10,2,-3,False,0.012415374762432893
713,15,0.024, X ,"(C, 1)",8,11,2,-3,False,0.010299956639811961
714,17,0.021, X ,"(A, 1)",9,12,2,-3,False,0.009025742086910208
715,19,0.023, X ,"(C, 4)",9,14,2,-5,False,0.009875633712160119
716,21,0.046, X ,"(H, 5)",11,14,2,-3,False,0.01953168453125545
717,23,0.036, X ,"(H, 1)",12,15,2,-3,False,0.015359755409214231
