,Time,Color,Move,Black,White
0, 0.411, X ,"(E, 3)",4,1
1, 0.489, O ,"(F, 5)",3,3
2, 0.792, X ,"(E, 6)",5,2
3, 1.005, O ,"(D, 3)",3,5
4, 1.240, X ,"(C, 4)",5,4
5, 3.868, O ,"(E, 2)",4,6
6, 2.494, X ,"(C, 3)",6,5
7, 3.226, O ,"(B, 3)",5,7
8, 4.878, X ,"(C, 2)",7,6
9, 4.846, O ,"(D, 1)",6,8
10, 5.065, X ,"(C, 1)",8,7
11, 6.215, O ,"(B, 5)",7,9
12, 10.086, X ,"(D, 2)",9,8
13, 6.645, O ,"(C, 6)",8,10
14, 12.836, X ,"(F, 3)",10,9
15, 5.856, O ,"(G, 3)",6,14
16, 9.468, X ,"(F, 2)",9,12
17, 8.350, O ,"(F, 1)",7,15
18, 11.701, X ,"(D, 6)",9,14
19, 6.509, O ,"(E, 1)",8,16
20, 16.002, X ,"(F, 4)",10,15
21, 18.049, O ,"(G, 4)",7,19
22, 15.646, X ,"(C, 5)",11,16
23, 10.902, O ,"(B, 4)",8,20
24, 16.631, X ,"(B, 6)",10,19
25, 11.058, O ,"(F, 6)",9,21
26, 16.991, X ,"(A, 5)",11,20
27, 13.801, O ,"(D, 7)",8,24
28, 11.311, X ,"(H, 3)",11,22
29, 7.789, O ,"(H, 4)",10,24
30, 14.675, X ,"(A, 4)",12,23
31, 6.387, O ,"(A, 3)",11,25
32, 12.908, X ,"(G, 5)",16,21
33, 15.927, O ,"(C, 7)",14,24
34, 13.882, X ,"(H, 5)",17,22
35, 8.136, O ,"(H, 6)",14,26
36, 16.558, X ,"(G, 6)",20,21
37, 9.461, O ,"(E, 7)",17,25
38, 10.100, X ,"(F, 7)",19,24
39, 6.536, O ,"(F, 8)",16,28
40, 5.581, X ,"(E, 8)",20,25
41, 4.835, O ,"(A, 6)",15,31
42, 2.762, X ,"(C, 8)",21,26
43, 1.540, O ,"(H, 2)",18,30
44, 1.516, X ,"(G, 7)",22,27
45, 1.178, O ,"(H, 7)",21,29
46, 1.032, X ,"(A, 7)",23,28
47, 0.567, O ,"(A, 8)",22,30
48, 0.426, X ,"(G, 8)",24,29
49, 0.480, O ,"(D, 8)",18,36
50, 0.385, X ,"(B, 8)",21,34
51, 0.144, O ,"(H, 8)",17,39
52, 0.062, X ,"(G, 1)",23,34
53, 0.051, O ,"(B, 2)",19,39
54, 0.015, X ,"(A, 2)",25,34
55, 0.013, O ,"(A, 1)",23,37
56, 0.005, X ,"(B, 1)",25,36
57, 0.005, O ,"(H, 1)",19,43
58, 0.001, X ,"(B, 7)",23,40
59, 0.000, O ,"(G, 2)",17,47
