,Time,Color,Move,Black,White
0, 0.014, X ,"(E, 3)",4,1
1, 0.017, O ,"(F, 5)",3,3
2, 0.023, X ,"(C, 6)",5,2
3, 0.026, O ,"(C, 5)",4,4
4, 0.037, X ,"(C, 4)",6,3
5, 0.045, O ,"(E, 2)",4,6
6, 0.028, X ,"(F, 2)",6,5
7, 0.057, O ,"(C, 3)",5,7
8, 0.045, X ,"(C, 2)",7,6
9, 0.069, O ,"(B, 6)",6,8
10, 0.065, X ,"(A, 6)",8,7
11, 0.036, O ,"(C, 1)",5,11
12, 0.024, X ,"(E, 1)",7,10
13, 0.021, O ,"(C, 7)",6,12
14, 0.019, X ,"(D, 6)",8,11
15, 0.035, O ,"(A, 5)",7,13
16, 0.051, X ,"(A, 4)",9,12
17, 0.025, O ,"(E, 6)",7,15
18, 0.024, X ,"(F, 6)",12,11
19, 0.050, O ,"(F, 7)",10,14
20, 0.056, X ,"(B, 4)",12,13
21, 0.040, O ,"(D, 7)",11,15
22, 0.049, X ,"(D, 2)",13,14
23, 0.069, O ,"(A, 3)",11,17
24, 0.084, X ,"(C, 8)",13,16
25, 0.065, O ,"(B, 5)",12,18
26, 0.074, X ,"(B, 3)",15,16
27, 0.061, O ,"(D, 3)",13,19
28, 0.032, X ,"(D, 1)",16,17
29, 0.061, O ,"(F, 1)",13,21
30, 0.092, X ,"(E, 8)",16,19
31, 0.097, O ,"(F, 4)",14,22
32, 0.068, X ,"(G, 3)",18,19
33, 0.095, O ,"(F, 3)",16,22
34, 0.084, X ,"(E, 7)",18,21
35, 0.086, O ,"(D, 8)",15,25
36, 0.074, X ,"(G, 5)",17,24
37, 0.109, O ,"(H, 5)",14,28
38, 0.061, X ,"(G, 4)",20,23
39, 0.078, O ,"(F, 8)",19,25
40, 0.046, X ,"(H, 6)",21,24
41, 0.067, O ,"(G, 6)",19,27
42, 0.045, X ,"(H, 4)",21,26
43, 0.038, O ,"(B, 7)",19,29
44, 0.029, X ,"(H, 7)",24,25
45, 0.034, O ,"(H, 3)",20,30
46, 0.037, X ,"(A, 8)",24,27
47, 0.033, O ,"(H, 8)",20,32
48, 0.032, X ,"(B, 8)",24,29
49, 0.015, O ,"(A, 7)",18,36
50, 0.018, X ,"(G, 8)",24,31
51, 0.007, O ,"(G, 7)",21,35
52, 0.008, X ,"(A, 2)",27,30
53, 0.003, O ,"(B, 1)",24,34
54, 0.004, X ,"(G, 1)",27,32
55, 0.003, O ,"(H, 1)",26,34
56, 0.002, X ,"(H, 2)",28,33
57, 0.001, O ,"(G, 2)",26,36
58, 0.000, X ,"(B, 2)",33,30
59, 0.003, O ,"(A, 1)",29,35
