,Time,Color,Move,Black,White
0, 0.130, X ,"(E, 3)",4,1
1, 0.168, O ,"(F, 5)",3,3
2, 0.163, X ,"(D, 6)",5,2
3, 0.260, O ,"(C, 3)",4,4
4, 0.416, X ,"(G, 5)",7,2
5, 0.291, O ,"(F, 4)",6,4
6, 0.598, X ,"(F, 3)",9,2
7, 0.435, O ,"(F, 2)",8,4
8, 0.645, X ,"(F, 1)",10,3
9, 0.735, O ,"(G, 4)",8,6
10, 2.213, X ,"(D, 2)",11,4
11, 0.873, O ,"(E, 1)",10,6
12, 1.947, X ,"(C, 1)",12,5
13, 0.804, O ,"(G, 3)",11,7
14, 1.602, X ,"(D, 1)",13,6
15, 1.563, O ,"(C, 6)",12,8
16, 2.160, X ,"(H, 4)",16,5
17, 0.785, O ,"(E, 2)",15,7
18, 1.025, X ,"(C, 5)",19,4
19, 0.706, O ,"(C, 2)",18,6
20, 1.008, X ,"(B, 4)",21,4
21, 0.763, O ,"(H, 5)",19,7
22, 1.618, X ,"(H, 6)",21,6
23, 0.980, O ,"(D, 3)",20,8
24, 1.642, X ,"(H, 3)",22,7
25, 1.295, O ,"(B, 3)",21,9
26, 1.007, X ,"(A, 3)",27,4
27, 0.448, O ,"(A, 4)",26,6
28, 0.392, X ,"(A, 5)",28,5
29, 0.495, O ,"(C, 4)",24,10
30, 0.890, X ,"(B, 6)",28,7
31, 0.738, O ,"(B, 5)",27,9
32, 0.458, X ,"(A, 6)",32,5
33, 0.682, O ,"(E, 6)",29,9
34, 0.530, X ,"(F, 6)",32,7
35, 0.864, O ,"(C, 7)",30,10
36, 1.126, X ,"(C, 8)",37,4
37, 0.428, O ,"(D, 7)",36,6
38, 0.452, X ,"(D, 8)",40,3
39, 0.335, O ,"(E, 7)",36,8
40, 0.271, X ,"(A, 2)",38,7
41, 0.445, O ,"(G, 6)",36,10
42, 0.316, X ,"(H, 7)",40,7
43, 0.281, O ,"(A, 7)",39,9
44, 0.099, X ,"(A, 8)",41,8
45, 0.181, O ,"(B, 8)",40,10
46, 0.091, X ,"(F, 7)",44,7
47, 0.079, O ,"(G, 1)",41,11
48, 0.042, X ,"(H, 1)",43,10
49, 0.051, O ,"(H, 2)",41,13
50, 0.058, X ,"(G, 2)",44,11
51, 0.054, O ,"(E, 8)",40,16
52, 0.028, X ,"(F, 8)",49,8
53, 0.026, O ,"(H, 8)",44,14
54, 0.006, X ,"(B, 7)",47,12
55, 0.011, O ,"(B, 1)",42,18
56, 0.004, X ,"(A, 1)",44,17
57, 0.001, O ,"(B, 2)",43,19
58, 0.001, X ,"(G, 7)",45,18
59, 0.000, O ,"(G, 8)",44,20
