,Time,Color,Move,Black,White
0, 0.085, X ,"(E, 3)",4,1
1, 0.172, O ,"(F, 5)",3,3
2, 0.220, X ,"(C, 6)",5,2
3, 0.268, O ,"(D, 3)",4,4
4, 0.399, X ,"(D, 2)",6,3
5, 0.326, O ,"(C, 2)",5,5
6, 0.633, X ,"(C, 3)",7,4
7, 1.004, O ,"(C, 4)",5,7
8, 0.918, X ,"(F, 3)",7,6
9, 1.145, O ,"(E, 2)",3,11
10, 0.497, X ,"(D, 1)",8,7
11, 0.844, O ,"(C, 1)",7,9
12, 1.159, X ,"(F, 2)",9,8
13, 1.466, O ,"(F, 4)",8,10
14, 1.525, X ,"(B, 3)",12,7
15, 1.253, O ,"(E, 1)",10,10
16, 1.123, X ,"(F, 1)",12,9
17, 2.054, O ,"(G, 3)",10,12
18, 2.827, X ,"(H, 3)",14,9
19, 2.429, O ,"(G, 4)",12,12
20, 2.556, X ,"(H, 4)",16,9
21, 2.913, O ,"(B, 4)",15,11
22, 1.445, X ,"(A, 4)",17,10
23, 2.188, O ,"(G, 5)",15,13
24, 1.131, X ,"(D, 6)",18,11
25, 2.504, O ,"(H, 5)",17,13
26, 1.124, X ,"(E, 6)",20,11
27, 2.094, O ,"(A, 3)",19,13
28, 1.286, X ,"(F, 6)",21,12
29, 1.639, O ,"(H, 6)",19,15
30, 1.071, X ,"(G, 6)",21,14
31, 1.051, O ,"(A, 5)",19,17
32, 0.566, X ,"(B, 1)",23,14
33, 1.104, O ,"(C, 5)",17,21
34, 0.720, X ,"(B, 5)",19,20
35, 0.887, O ,"(A, 6)",16,24
36, 0.566, X ,"(H, 7)",19,22
37, 0.808, O ,"(E, 7)",16,26
38, 0.701, X ,"(C, 7)",20,23
39, 0.856, O ,"(D, 7)",18,26
40, 1.185, X ,"(F, 7)",23,22
41, 1.085, O ,"(D, 8)",20,26
42, 0.852, X ,"(B, 6)",25,22
43, 0.708, O ,"(F, 8)",21,27
44, 0.648, X ,"(E, 8)",25,24
45, 0.456, O ,"(A, 7)",24,26
46, 0.406, X ,"(B, 2)",27,24
47, 0.395, O ,"(C, 8)",23,29
48, 0.094, X ,"(G, 7)",25,28
49, 0.124, O ,"(G, 2)",23,31
50, 0.092, X ,"(B, 8)",27,28
51, 0.092, O ,"(A, 8)",23,33
52, 0.047, X ,"(B, 7)",30,27
53, 0.013, O ,"(A, 2)",27,31
54, 0.007, X ,"(A, 1)",29,30
55, 0.003, O ,"(G, 8)",26,34
56, 0.002, X ,"(H, 1)",29,32
57, 0.002, O ,"(G, 1)",28,34
58, 0.000, X ,"(H, 8)",30,33
59, 0.000, X ,"(H, 2)",38,26
