,Time,Color,Move,Black,White
0, 0.014, X ,"(E, 3)",4,1
1, 0.017, O ,"(F, 5)",3,3
2, 0.022, X ,"(C, 6)",5,2
3, 0.023, O ,"(C, 5)",4,4
4, 0.035, X ,"(C, 4)",6,3
5, 0.044, O ,"(E, 2)",4,6
6, 0.027, X ,"(F, 2)",6,5
7, 0.064, O ,"(C, 3)",5,7
8, 0.046, X ,"(C, 2)",7,6
9, 0.068, O ,"(B, 6)",6,8
10, 0.061, X ,"(A, 6)",8,7
11, 0.032, O ,"(C, 1)",5,11
12, 0.027, X ,"(E, 1)",7,10
13, 0.022, O ,"(C, 7)",6,12
14, 0.020, X ,"(D, 6)",8,11
15, 0.034, O ,"(A, 5)",7,13
16, 0.047, X ,"(A, 4)",9,12
17, 0.024, O ,"(E, 6)",7,15
18, 0.027, X ,"(F, 6)",12,11
19, 0.062, O ,"(F, 7)",10,14
20, 0.054, X ,"(B, 4)",12,13
21, 0.039, O ,"(D, 7)",11,15
22, 0.048, X ,"(D, 2)",13,14
23, 0.062, O ,"(A, 3)",11,17
24, 0.082, X ,"(C, 8)",13,16
25, 0.064, O ,"(B, 5)",12,18
26, 0.081, X ,"(B, 3)",15,16
27, 0.062, O ,"(D, 3)",13,19
28, 0.031, X ,"(D, 1)",16,17
29, 0.051, O ,"(F, 1)",13,21
30, 0.090, X ,"(E, 8)",16,19
31, 0.095, O ,"(F, 4)",14,22
32, 0.067, X ,"(G, 3)",18,19
33, 0.114, O ,"(F, 3)",16,22
34, 0.084, X ,"(E, 7)",18,21
35, 0.076, O ,"(D, 8)",15,25
36, 0.074, X ,"(G, 5)",17,24
37, 0.107, O ,"(H, 5)",14,28
38, 0.068, X ,"(G, 4)",20,23
39, 0.082, O ,"(F, 8)",19,25
40, 0.045, X ,"(H, 6)",21,24
41, 0.064, O ,"(G, 6)",19,27
42, 0.043, X ,"(H, 4)",21,26
43, 0.037, O ,"(B, 7)",19,29
44, 0.030, X ,"(H, 7)",24,25
45, 0.033, O ,"(H, 3)",20,30
46, 0.034, X ,"(A, 8)",24,27
47, 0.034, O ,"(H, 8)",20,32
48, 0.037, X ,"(G, 8)",26,27
49, 0.020, O ,"(B, 8)",21,33
50, 0.024, X ,"(G, 7)",24,31
51, 0.008, O ,"(B, 1)",21,35
52, 0.010, X ,"(A, 2)",23,34
53, 0.004, O ,"(A, 7)",21,37
54, 0.005, X ,"(B, 2)",23,36
55, 0.003, O ,"(A, 1)",12,48
56, 0.002, X ,"(G, 2)",17,44
57, 0.001, O ,"(H, 1)",12,50
58, 0.003, X ,"(G, 1)",14,49
59, 0.000, O ,"(H, 2)",11,53
