,Time,Color,Move,Black,White
0, 0.039, X ,"(E, 3)",4,1
1, 0.047, O ,"(F, 5)",3,3
2, 0.081, X ,"(C, 6)",5,2
3, 0.049, O ,"(E, 2)",3,5
4, 0.063, X ,"(F, 2)",5,4
5, 0.098, O ,"(C, 3)",4,6
6, 0.176, X ,"(E, 1)",6,5
7, 0.071, O ,"(C, 5)",5,7
8, 0.074, X ,"(F, 3)",8,5
9, 0.151, O ,"(D, 3)",7,7
10, 0.168, X ,"(B, 5)",9,6
11, 0.198, O ,"(A, 5)",6,10
12, 0.125, X ,"(A, 4)",8,9
13, 0.174, O ,"(A, 3)",7,11
14, 0.108, X ,"(B, 3)",10,9
15, 0.262, O ,"(D, 7)",8,12
16, 0.230, X ,"(B, 6)",11,10
17, 0.311, O ,"(G, 3)",6,16
18, 0.299, X ,"(D, 2)",8,15
19, 0.254, O ,"(D, 1)",4,20
20, 0.205, X ,"(C, 7)",6,19
21, 0.067, O ,"(F, 1)",4,22
22, 0.137, X ,"(E, 7)",6,21
23, 0.122, O ,"(D, 8)",4,24
24, 0.171, X ,"(A, 6)",6,23
25, 0.192, O ,"(C, 4)",4,26
26, 0.118, X ,"(D, 6)",6,25
27, 0.158, O ,"(E, 8)",4,28
28, 0.111, X ,"(B, 4)",7,26
29, 0.186, O ,"(F, 8)",3,31
30, 0.083, X ,"(E, 6)",6,29
31, 0.077, O ,"(A, 7)",4,32
32, 0.169, X ,"(C, 8)",7,30
33, 0.085, O ,"(B, 8)",4,34
34, 0.173, X ,"(F, 7)",6,33
35, 0.081, O ,"(F, 6)",3,37
36, 0.097, X ,"(C, 2)",7,34
37, 0.081, O ,"(C, 1)",2,40
38, 0.044, X ,"(G, 4)",5,38
39, 0.063, O ,"(H, 3)",1,43
40, 0.013, X ,"(B, 2)",4,41
41, 0.017, O ,"(A, 1)",3,43
42, 0.028, X ,"(B, 1)",5,42
43, 0.008, O ,"(A, 2)",3,45
44, 0.017, X ,"(F, 4)",7,42
45, 0.017, O ,"(G, 5)",6,44
46, 0.048, X ,"(G, 2)",8,43
47, 0.025, O ,"(H, 1)",5,47
48, 0.019, X ,"(H, 4)",9,44
49, 0.007, O ,"(H, 5)",7,47
50, 0.014, X ,"(H, 2)",9,46
51, 0.015, X ,"(G, 1)",17,39
52, 0.017, X ,"(H, 6)",22,35
53, 0.008, O ,"(G, 6)",21,37
54, 0.012, X ,"(G, 8)",25,34
55, 0.009, O ,"(H, 8)",24,36
56, 0.004, X ,"(H, 7)",27,34
57, 0.001, O ,"(G, 7)",25,37
58, 0.000, X ,"(B, 7)",33,30
59, 0.001, O ,"(A, 8)",29,35
