,Time,Color,Move,Black,White
0, 0.053, X ,"(E, 3)",4,1
1, 0.039, O ,"(D, 3)",3,3
2, 0.074, X ,"(C, 2)",5,2
3, 0.076, O ,"(D, 2)",4,4
4, 0.172, X ,"(C, 1)",6,3
5, 0.137, O ,"(F, 4)",5,5
6, 0.159, X ,"(C, 5)",8,3
7, 0.169, O ,"(D, 1)",7,5
8, 0.197, X ,"(E, 1)",9,4
9, 0.156, O ,"(E, 2)",8,6
10, 0.256, X ,"(G, 5)",12,3
11, 0.128, O ,"(F, 3)",11,5
12, 0.126, X ,"(G, 4)",14,3
13, 0.154, O ,"(F, 1)",13,5
14, 0.185, X ,"(C, 3)",16,3
15, 0.210, O ,"(C, 4)",14,6
16, 0.261, X ,"(B, 4)",18,3
17, 0.211, O ,"(B, 3)",17,5
18, 0.240, X ,"(A, 3)",21,2
19, 0.088, O ,"(B, 5)",19,5
20, 0.198, X ,"(F, 2)",21,4
21, 0.270, O ,"(A, 4)",20,6
22, 0.114, X ,"(A, 6)",24,3
23, 0.181, O ,"(B, 6)",23,5
24, 0.059, X ,"(A, 5)",27,2
25, 0.073, O ,"(F, 5)",24,6
26, 0.183, X ,"(G, 3)",28,3
27, 0.133, O ,"(H, 5)",27,5
28, 0.130, X ,"(C, 6)",29,4
29, 0.048, O ,"(B, 1)",23,11
30, 0.203, X ,"(H, 6)",25,10
31, 0.196, O ,"(H, 3)",21,15
32, 0.163, X ,"(H, 4)",25,12
33, 0.174, O ,"(D, 6)",23,15
34, 0.370, X ,"(D, 7)",28,11
35, 0.189, O ,"(E, 6)",27,13
36, 0.295, X ,"(G, 6)",30,11
37, 0.272, O ,"(F, 6)",28,14
38, 0.239, X ,"(E, 7)",32,11
39, 0.248, O ,"(F, 7)",31,13
40, 0.263, X ,"(F, 8)",37,8
41, 0.140, O ,"(E, 8)",33,13
42, 0.116, X ,"(H, 2)",35,12
43, 0.173, O ,"(C, 7)",29,19
44, 0.132, X ,"(B, 8)",33,16
45, 0.108, O ,"(C, 8)",32,18
46, 0.073, X ,"(D, 8)",38,13
47, 0.060, O ,"(G, 7)",35,17
48, 0.060, X ,"(B, 7)",37,16
49, 0.032, O ,"(G, 1)",36,18
50, 0.030, X ,"(B, 2)",38,17
51, 0.037, O ,"(A, 1)",37,19
52, 0.017, X ,"(A, 2)",39,18
53, 0.022, O ,"(H, 7)",37,21
54, 0.009, X ,"(H, 8)",44,15
55, 0.008, O ,"(G, 8)",42,18
56, 0.002, X ,"(G, 2)",44,17
57, 0.001, O ,"(H, 1)",42,20
58, 0.000, O ,"(A, 8)",34,29
59, 0.000, X ,"(A, 7)",36,28
