,Time,Color,Move,Black,White
0, 0.038, X ,"(E, 3)",4,1
1, 0.045, O ,"(F, 5)",3,3
2, 0.079, X ,"(C, 6)",5,2
3, 0.049, O ,"(E, 2)",3,5
4, 0.067, X ,"(F, 2)",5,4
5, 0.108, O ,"(C, 3)",4,6
6, 0.168, X ,"(E, 1)",6,5
7, 0.073, O ,"(C, 5)",5,7
8, 0.073, X ,"(F, 3)",8,5
9, 0.155, O ,"(D, 3)",7,7
10, 0.162, X ,"(B, 5)",9,6
11, 0.198, O ,"(A, 5)",6,10
12, 0.141, X ,"(A, 4)",8,9
13, 0.166, O ,"(A, 3)",7,11
14, 0.111, X ,"(B, 3)",10,9
15, 0.281, O ,"(D, 7)",8,12
16, 0.222, X ,"(B, 6)",11,10
17, 0.321, O ,"(G, 3)",6,16
18, 0.285, X ,"(D, 2)",8,15
19, 0.251, O ,"(D, 1)",4,20
20, 0.210, X ,"(C, 7)",6,19
21, 0.076, O ,"(F, 1)",4,22
22, 0.132, X ,"(E, 7)",6,21
23, 0.116, O ,"(D, 8)",4,24
24, 0.179, X ,"(A, 6)",6,23
25, 0.188, O ,"(C, 4)",4,26
26, 0.117, X ,"(D, 6)",6,25
27, 0.155, O ,"(E, 8)",4,28
28, 0.122, X ,"(B, 4)",7,26
29, 0.172, O ,"(F, 8)",3,31
30, 0.082, X ,"(E, 6)",6,29
31, 0.078, O ,"(A, 7)",4,32
32, 0.179, X ,"(C, 8)",7,30
33, 0.080, O ,"(B, 8)",4,34
34, 0.170, X ,"(F, 7)",6,33
35, 0.087, O ,"(F, 6)",3,37
36, 0.110, X ,"(C, 2)",7,34
37, 0.082, O ,"(C, 1)",2,40
38, 0.040, X ,"(G, 4)",5,38
39, 0.055, O ,"(H, 3)",1,43
40, 0.014, X ,"(B, 2)",4,41
41, 0.016, O ,"(A, 1)",3,43
42, 0.028, X ,"(B, 1)",5,42
43, 0.008, O ,"(A, 2)",3,45
44, 0.017, X ,"(F, 4)",7,42
45, 0.016, O ,"(G, 5)",6,44
46, 0.037, X ,"(H, 4)",9,42
47, 0.021, O ,"(H, 5)",7,45
48, 0.037, X ,"(H, 6)",9,44
49, 0.021, O ,"(H, 7)",8,46
50, 0.023, X ,"(G, 6)",10,45
51, 0.009, O ,"(G, 7)",8,48
52, 0.016, X ,"(H, 8)",12,45
53, 0.005, O ,"(G, 8)",11,47
54, 0.008, X ,"(H, 2)",18,41
55, 0.003, O ,"(G, 2)",17,43
56, 0.003, X ,"(H, 1)",20,41
57, 0.001, O ,"(G, 1)",19,43
58, 0.000, X ,"(A, 8)",26,37
59, 0.000, X ,"(B, 7)",35,29
