,Time,Color,Move,Black,White
0, 0.042, X ,"(E, 3)",4,1
1, 0.050, O ,"(D, 3)",3,3
2, 0.090, X ,"(C, 4)",5,2
3, 0.075, O ,"(B, 3)",4,4
4, 0.166, X ,"(B, 4)",6,3
5, 0.110, O ,"(F, 3)",4,6
6, 0.245, X ,"(C, 5)",6,5
7, 0.229, O ,"(A, 4)",3,9
8, 0.163, X ,"(D, 2)",6,7
9, 0.228, O ,"(C, 1)",5,9
10, 0.186, X ,"(D, 1)",7,8
11, 0.239, O ,"(E, 1)",6,10
12, 0.166, X ,"(E, 2)",9,8
13, 0.136, O ,"(C, 3)",6,12
14, 0.272, X ,"(F, 2)",8,11
15, 0.339, O ,"(G, 3)",7,13
16, 0.282, X ,"(B, 5)",10,11
17, 0.275, O ,"(F, 6)",8,14
18, 0.315, X ,"(G, 4)",10,13
19, 0.126, O ,"(F, 4)",7,17
20, 0.256, X ,"(C, 2)",10,15
21, 0.431, O ,"(H, 4)",9,17
22, 0.410, X ,"(F, 5)",12,15
23, 0.182, O ,"(B, 6)",10,18
24, 0.304, X ,"(C, 6)",12,17
25, 0.257, O ,"(F, 1)",9,21
26, 0.582, X ,"(G, 5)",12,19
27, 0.664, O ,"(D, 7)",11,21
28, 0.593, X ,"(E, 7)",13,20
29, 0.554, O ,"(D, 6)",9,25
30, 0.434, X ,"(E, 6)",11,24
31, 0.533, O ,"(H, 6)",10,26
32, 0.504, X ,"(H, 5)",12,25
33, 0.456, O ,"(E, 8)",7,31
34, 0.158, X ,"(A, 3)",9,30
35, 0.222, O ,"(G, 6)",6,34
36, 0.194, X ,"(C, 7)",10,31
37, 0.295, O ,"(D, 8)",9,33
38, 0.283, X ,"(A, 6)",12,31
39, 0.148, O ,"(A, 5)",9,35
40, 0.172, X ,"(H, 3)",15,30
41, 0.176, O ,"(B, 1)",13,33
42, 0.248, X ,"(F, 7)",20,27
43, 0.277, O ,"(F, 8)",15,33
44, 0.230, X ,"(C, 8)",18,31
45, 0.129, O ,"(B, 7)",14,36
46, 0.129, X ,"(G, 7)",18,33
47, 0.104, O ,"(B, 8)",17,35
48, 0.068, X ,"(H, 7)",19,34
49, 0.049, O ,"(G, 2)",18,36
50, 0.022, X ,"(B, 2)",20,35
51, 0.019, O ,"(A, 7)",19,37
52, 0.015, X ,"(A, 8)",24,33
53, 0.010, O ,"(A, 2)",19,39
54, 0.009, X ,"(A, 1)",22,37
55, 0.002, O ,"(G, 8)",20,40
56, 0.002, X ,"(H, 1)",27,34
57, 0.001, O ,"(G, 1)",26,36
58, 0.000, X ,"(H, 8)",34,29
59, 0.000, X ,"(H, 2)",42,22
