,Time,Color,Move,Black,White
0, 0.039, X ,"(E, 3)",4,1
1, 0.039, O ,"(D, 3)",3,3
2, 0.067, X ,"(C, 4)",5,2
3, 0.070, O ,"(B, 3)",4,4
4, 0.128, X ,"(B, 4)",6,3
5, 0.084, O ,"(F, 3)",4,6
6, 0.255, X ,"(C, 5)",6,5
7, 0.239, O ,"(A, 4)",3,9
8, 0.165, X ,"(D, 2)",6,7
9, 0.250, O ,"(C, 1)",5,9
10, 0.177, X ,"(D, 1)",7,8
11, 0.276, O ,"(E, 1)",6,10
12, 0.189, X ,"(E, 2)",9,8
13, 0.154, O ,"(C, 3)",6,12
14, 0.299, X ,"(F, 2)",8,11
15, 0.443, O ,"(G, 3)",7,13
16, 0.287, X ,"(B, 5)",10,11
17, 0.303, O ,"(F, 6)",8,14
18, 0.322, X ,"(G, 4)",10,13
19, 0.128, O ,"(F, 4)",7,17
20, 0.260, X ,"(C, 2)",10,15
21, 0.449, O ,"(H, 4)",9,17
22, 0.430, X ,"(F, 5)",12,15
23, 0.206, O ,"(B, 6)",10,18
24, 0.315, X ,"(C, 6)",12,17
25, 0.273, O ,"(F, 1)",9,21
26, 0.610, X ,"(G, 5)",12,19
27, 0.682, O ,"(D, 7)",11,21
28, 0.616, X ,"(E, 7)",13,20
29, 0.577, O ,"(D, 6)",9,25
30, 0.430, X ,"(E, 6)",11,24
31, 0.565, O ,"(H, 6)",10,26
32, 0.504, X ,"(H, 5)",12,25
33, 0.504, O ,"(E, 8)",7,31
34, 0.160, X ,"(A, 3)",9,30
35, 0.231, O ,"(G, 6)",6,34
36, 0.200, X ,"(C, 7)",10,31
37, 0.307, O ,"(D, 8)",9,33
38, 0.283, X ,"(A, 6)",12,31
39, 0.156, O ,"(A, 5)",9,35
40, 0.159, X ,"(H, 3)",15,30
41, 0.185, O ,"(B, 1)",13,33
42, 0.261, X ,"(F, 7)",20,27
43, 0.288, O ,"(F, 8)",15,33
44, 0.222, X ,"(C, 8)",18,31
45, 0.198, O ,"(H, 2)",14,36
46, 0.124, X ,"(G, 7)",20,31
47, 0.080, O ,"(B, 8)",18,34
48, 0.046, X ,"(G, 2)",26,27
49, 0.017, O ,"(G, 1)",23,31
50, 0.020, X ,"(B, 7)",28,27
51, 0.025, O ,"(H, 7)",27,29
52, 0.005, X ,"(B, 2)",29,28
53, 0.008, O ,"(A, 1)",27,31
54, 0.005, X ,"(A, 2)",29,30
55, 0.003, O ,"(H, 8)",26,34
56, 0.001, X ,"(G, 8)",29,32
57, 0.000, O ,"(A, 7)",21,41
58, 0.001, X ,"(A, 8)",32,31
