,Time,Color,Move,Black,White
0, 0.002, X ,"(E, 3)",4,1
1, 0.002, O ,"(D, 3)",3,3
2, 0.002, X ,"(C, 2)",5,2
3, 0.001, O ,"(D, 2)",4,4
4, 0.002, X ,"(C, 1)",6,3
5, 0.002, O ,"(F, 3)",4,6
6, 0.004, X ,"(C, 3)",6,5
7, 0.001, O ,"(D, 1)",5,7
8, 0.001, X ,"(F, 2)",7,6
9, 0.003, O ,"(B, 3)",5,9
10, 0.002, X ,"(E, 1)",7,8
11, 0.002, O ,"(F, 6)",5,11
12, 0.002, X ,"(G, 3)",7,10
13, 0.002, O ,"(H, 3)",4,14
14, 0.001, X ,"(H, 4)",6,13
15, 0.001, O ,"(F, 1)",5,15
16, 0.001, X ,"(A, 4)",8,13
17, 0.001, O ,"(A, 3)",7,15
18, 0.003, X ,"(E, 2)",9,14
19, 0.001, O ,"(A, 5)",8,16
20, 0.002, X ,"(B, 4)",10,15
21, 0.001, O ,"(C, 4)",9,17
22, 0.002, X ,"(F, 4)",11,16
23, 0.001, O ,"(G, 4)",10,18
24, 0.002, X ,"(B, 5)",13,16
25, 0.001, O ,"(A, 6)",9,21
26, 0.002, X ,"(C, 5)",12,19
27, 0.002, O ,"(B, 6)",9,23
28, 0.002, X ,"(C, 6)",11,22
29, 0.002, O ,"(D, 6)",9,25
30, 0.002, X ,"(F, 5)",12,23
31, 0.002, O ,"(G, 5)",11,25
32, 0.002, X ,"(E, 6)",14,23
33, 0.001, O ,"(E, 7)",11,27
34, 0.003, X ,"(D, 7)",13,26
35, 0.001, O ,"(D, 8)",10,30
36, 0.002, X ,"(F, 7)",13,28
37, 0.001, O ,"(H, 5)",12,30
38, 0.004, X ,"(C, 8)",14,29
39, 0.001, O ,"(C, 7)",13,31
40, 0.001, X ,"(E, 8)",16,29
41, 0.001, O ,"(F, 8)",14,32
42, 0.002, X ,"(H, 6)",18,29
43, 0.001, O ,"(G, 6)",17,31
44, 0.001, X ,"(A, 2)",19,30
45, 0.003, O ,"(A, 1)",18,32
46, 0.002, X ,"(G, 7)",25,26
47, 0.001, O ,"(B, 1)",20,32
48, 0.002, X ,"(B, 2)",22,31
49, 0.001, O ,"(H, 8)",16,38
50, 0.001, X ,"(G, 8)",20,35
51, 0.001, O ,"(H, 7)",16,40
52, 0.001, X ,"(G, 2)",21,36
53, 0.000, O ,"(H, 1)",17,41
54, 0.000, X ,"(G, 1)",19,40
55, 0.001, O ,"(H, 2)",12,48
56, 0.001, X ,"(A, 7)",16,45
57, 0.003, O ,"(A, 8)",15,47
58, 0.000, O ,"(B, 8)",10,53
59, 0.000, O ,"(B, 7)",9,55
