,Time,Color,Move,Black,White
0, 0.132, X ,"(E, 3)",4,1
1, 0.158, O ,"(F, 5)",3,3
2, 0.168, X ,"(D, 6)",5,2
3, 0.242, O ,"(C, 3)",4,4
4, 0.423, X ,"(G, 5)",7,2
5, 0.295, O ,"(F, 4)",6,4
6, 0.591, X ,"(F, 3)",9,2
7, 0.439, O ,"(F, 2)",8,4
8, 0.623, X ,"(F, 1)",10,3
9, 0.699, O ,"(G, 4)",8,6
10, 2.168, X ,"(D, 2)",11,4
11, 0.875, O ,"(E, 1)",10,6
12, 1.917, X ,"(C, 1)",12,5
13, 0.794, O ,"(G, 3)",11,7
14, 1.529, X ,"(D, 1)",13,6
15, 1.645, O ,"(C, 6)",12,8
16, 2.136, X ,"(H, 4)",16,5
17, 0.754, O ,"(E, 2)",15,7
18, 1.031, X ,"(C, 5)",19,4
19, 0.694, O ,"(C, 2)",18,6
20, 0.993, X ,"(B, 4)",21,4
21, 0.740, O ,"(H, 5)",19,7
22, 1.602, X ,"(H, 6)",21,6
23, 0.977, O ,"(D, 3)",20,8
24, 1.625, X ,"(H, 3)",22,7
25, 1.265, O ,"(B, 3)",21,9
26, 0.972, X ,"(A, 3)",27,4
27, 0.433, O ,"(A, 4)",26,6
28, 0.387, X ,"(A, 5)",28,5
29, 0.496, O ,"(C, 4)",24,10
30, 0.867, X ,"(B, 6)",28,7
31, 0.727, O ,"(B, 5)",27,9
32, 0.460, X ,"(A, 6)",32,5
33, 0.666, O ,"(E, 6)",29,9
34, 0.535, X ,"(F, 6)",32,7
35, 0.836, O ,"(C, 7)",30,10
36, 1.126, X ,"(C, 8)",37,4
37, 0.416, O ,"(D, 7)",36,6
38, 0.444, X ,"(D, 8)",40,3
39, 0.328, O ,"(E, 7)",36,8
40, 0.282, X ,"(A, 2)",38,7
41, 0.449, O ,"(G, 6)",36,10
42, 0.309, X ,"(H, 7)",40,7
43, 0.273, O ,"(A, 7)",39,9
44, 0.097, X ,"(A, 8)",41,8
45, 0.176, O ,"(B, 8)",40,10
46, 0.088, X ,"(F, 7)",44,7
47, 0.066, O ,"(G, 1)",41,11
48, 0.028, X ,"(H, 1)",43,10
49, 0.052, O ,"(H, 2)",41,13
50, 0.057, X ,"(G, 2)",44,11
51, 0.077, O ,"(H, 8)",39,17
52, 0.013, X ,"(B, 7)",42,15
53, 0.024, O ,"(F, 8)",38,20
54, 0.014, X ,"(G, 7)",44,15
55, 0.005, O ,"(B, 1)",41,19
56, 0.002, X ,"(A, 1)",43,18
57, 0.001, O ,"(B, 2)",37,25
58, 0.000, X ,"(G, 8)",39,24
59, 0.000, O ,"(E, 8)",33,31
