,Time,Color,Move,Black,White
0, 1.252, X ,"(E, 3)",4,1
1, 1.654, O ,"(D, 3)",3,3
2, 2.333, X ,"(C, 4)",5,2
3, 3.320, O ,"(B, 3)",4,4
4, 5.447, X ,"(B, 4)",6,3
5, 7.604, O ,"(F, 5)",4,6
6, 12.846, X ,"(D, 2)",6,5
7, 10.334, O ,"(E, 2)",5,7
8, 14.500, X ,"(F, 3)",7,6
9, 12.786, O ,"(C, 3)",6,8
10, 26.980, X ,"(C, 2)",8,7
11, 22.214, O ,"(F, 2)",7,9
12, 38.231, X ,"(D, 1)",9,8
13, 23.554, O ,"(E, 1)",8,10
14, 47.513, X ,"(A, 3)",10,9
15, 21.365, O ,"(G, 3)",9,11
16, 39.191, X ,"(F, 4)",13,8
17, 24.191, O ,"(C, 5)",11,11
18, 44.305, X ,"(F, 1)",16,7
19, 25.181, O ,"(C, 1)",12,12
20, 47.699, X ,"(H, 3)",14,11
21, 21.122, O ,"(A, 4)",12,14
22, 44.581, X ,"(B, 5)",14,13
23, 34.019, O ,"(A, 5)",13,15
24, 32.970, X ,"(B, 6)",17,12
25, 39.500, O ,"(G, 4)",13,17
26, 32.461, X ,"(A, 6)",18,13
27, 11.156, O ,"(D, 6)",17,15
28, 9.171, X ,"(B, 1)",20,13
29, 6.133, O ,"(H, 2)",19,15
30, 11.222, X ,"(H, 1)",21,14
31, 1.831, O ,"(G, 1)",19,17
32, 2.861, X ,"(G, 2)",21,16
33, 0.820, O ,"(A, 1)",16,22
34, 1.618, X ,"(B, 2)",19,20
35, 0.712, O ,"(A, 2)",15,25
36, 1.754, X ,"(H, 5)",17,24
37, 0.740, O ,"(H, 4)",16,26
38, 1.617, X ,"(E, 6)",22,21
39, 1.436, O ,"(H, 6)",21,23
40, 0.850, X ,"(G, 5)",23,22
41, 1.266, O ,"(F, 7)",22,24
42, 0.903, X ,"(C, 6)",24,23
43, 1.999, O ,"(F, 6)",18,30
44, 3.838, X ,"(E, 7)",23,26
45, 3.152, O ,"(E, 8)",17,33
46, 1.450, X ,"(H, 7)",21,30
47, 0.823, O ,"(C, 7)",18,34
48, 0.858, X ,"(G, 6)",26,27
49, 1.166, O ,"(D, 7)",24,30
50, 0.712, X ,"(F, 8)",29,26
51, 0.382, O ,"(G, 8)",26,30
52, 0.231, X ,"(D, 8)",29,28
53, 0.093, O ,"(C, 8)",24,34
54, 0.023, X ,"(B, 7)",29,30
55, 0.009, O ,"(G, 7)",25,35
56, 0.003, O ,"(A, 8)",21,40
57, 0.001, X ,"(A, 7)",23,39
58, 0.000, O ,"(B, 8)",17,46
