,Time,Color,Move,Black,White
0, 0.001, X ,"(E, 3)",4,1
1, 0.002, O ,"(D, 3)",3,3
2, 0.002, X ,"(C, 2)",5,2
3, 0.002, O ,"(D, 2)",4,4
4, 0.002, X ,"(C, 1)",6,3
5, 0.002, O ,"(B, 1)",5,5
6, 0.002, X ,"(A, 1)",7,4
7, 0.001, O ,"(D, 1)",6,6
8, 0.002, X ,"(E, 1)",8,5
9, 0.001, O ,"(F, 2)",7,7
10, 0.002, X ,"(E, 2)",9,6
11, 0.001, O ,"(F, 1)",8,8
12, 0.001, X ,"(B, 3)",10,7
13, 0.002, O ,"(B, 2)",9,9
14, 0.002, X ,"(A, 3)",11,8
15, 0.002, O ,"(A, 2)",10,10
16, 0.002, X ,"(F, 3)",12,9
17, 0.001, O ,"(B, 4)",11,11
18, 0.001, X ,"(G, 3)",13,10
19, 0.002, O ,"(A, 4)",12,12
20, 0.002, X ,"(C, 6)",14,11
21, 0.001, O ,"(F, 5)",13,13
22, 0.001, X ,"(C, 4)",15,12
23, 0.001, O ,"(D, 6)",14,14
24, 0.002, X ,"(G, 5)",16,13
25, 0.002, O ,"(B, 6)",15,15
26, 0.002, X ,"(E, 6)",17,14
27, 0.002, O ,"(G, 6)",16,16
28, 0.002, X ,"(G, 4)",18,15
29, 0.006, O ,"(G, 1)",16,18
30, 0.002, X ,"(H, 1)",19,16
31, 0.001, O ,"(C, 3)",18,18
32, 0.004, X ,"(G, 2)",20,17
33, 0.003, O ,"(F, 4)",19,19
34, 0.002, X ,"(D, 7)",21,18
35, 0.001, O ,"(H, 4)",20,20
36, 0.005, X ,"(H, 3)",22,19
37, 0.001, O ,"(B, 5)",21,21
38, 0.002, X ,"(H, 5)",23,20
39, 0.002, O ,"(C, 5)",22,22
40, 0.002, X ,"(F, 7)",24,21
41, 0.002, O ,"(H, 6)",23,23
42, 0.002, X ,"(A, 6)",29,18
43, 0.004, O ,"(A, 5)",28,20
44, 0.000, X ,"(F, 6)",34,15
45, 0.001, O ,"(H, 2)",27,23
46, 0.000, X ,"(H, 7)",33,18
47, 0.001, O ,"(C, 7)",29,23
48, 0.000, X ,"(C, 8)",33,20
49, 0.000, O ,"(G, 7)",29,25
50, 0.001, X ,"(H, 8)",33,22
51, 0.001, O ,"(E, 7)",30,26
52, 0.001, X ,"(E, 8)",37,20
53, 0.000, O ,"(D, 8)",34,24
54, 0.000, X ,"(F, 8)",37,22
55, 0.001, O ,"(G, 8)",32,28
56, 0.000, X ,"(B, 7)",39,22
57, 0.001, O ,"(A, 7)",30,32
58, 0.001, X ,"(A, 8)",38,25
59, 0.000, O ,"(B, 8)",36,28
