,Time,Color,Move,Black,White
0, 0.956, X ,"(E, 3)",4,1
1, 1.463, O ,"(D, 3)",3,3
2, 1.429, X ,"(C, 4)",5,2
3, 2.855, O ,"(B, 3)",4,4
4, 4.292, X ,"(B, 4)",6,3
5, 6.407, O ,"(F, 5)",4,6
6, 7.707, X ,"(A, 2)",6,5
7, 3.561, O ,"(E, 2)",5,7
8, 3.895, X ,"(D, 2)",7,6
9, 6.188, O ,"(C, 5)",6,8
10, 5.920, X ,"(F, 3)",8,7
11, 13.413, O ,"(C, 3)",7,9
12, 8.873, X ,"(B, 5)",9,8
13, 23.905, O ,"(A, 4)",7,11
14, 12.574, X ,"(D, 1)",9,10
15, 27.261, O ,"(A, 6)",8,12
16, 10.616, X ,"(D, 6)",11,10
17, 13.653, O ,"(F, 2)",9,13
18, 17.058, X ,"(F, 1)",11,12
19, 12.103, O ,"(A, 3)",10,14
20, 8.139, X ,"(F, 4)",13,12
21, 11.216, O ,"(C, 6)",12,14
22, 5.817, X ,"(E, 6)",16,11
23, 8.024, O ,"(A, 1)",15,13
24, 11.650, X ,"(C, 2)",17,12
25, 12.050, O ,"(B, 2)",15,15
26, 16.473, X ,"(B, 6)",19,12
27, 12.595, O ,"(C, 1)",18,14
28, 10.357, X ,"(F, 6)",20,13
29, 14.684, O ,"(C, 7)",17,17
30, 15.904, X ,"(A, 5)",22,13
31, 11.744, O ,"(E, 1)",19,17
32, 10.653, X ,"(B, 7)",21,16
33, 48.899, O ,"(A, 8)",18,20
34, 8.732, X ,"(D, 7)",20,19
35, 30.050, O ,"(F, 7)",19,21
36, 13.390, X ,"(C, 8)",21,20
37, 29.670, O ,"(G, 5)",18,24
38, 13.852, X ,"(G, 3)",21,22
39, 27.520, O ,"(G, 6)",20,24
40, 6.032, X ,"(G, 4)",23,22
41, 13.705, O ,"(A, 7)",20,26
42, 6.480, X ,"(H, 5)",22,25
43, 7.697, O ,"(H, 6)",20,28
44, 6.551, X ,"(B, 8)",23,26
45, 4.808, O ,"(H, 3)",21,29
46, 2.471, X ,"(H, 7)",24,27
47, 3.081, O ,"(H, 4)",23,29
48, 1.071, X ,"(H, 2)",28,25
49, 1.141, O ,"(E, 8)",25,29
50, 0.748, X ,"(B, 1)",32,23
51, 0.479, O ,"(D, 8)",30,26
52, 0.150, X ,"(E, 7)",34,23
53, 0.045, O ,"(G, 1)",28,30
54, 0.024, X ,"(G, 8)",30,29
55, 0.006, O ,"(F, 8)",24,36
56, 0.002, X ,"(G, 2)",31,30
57, 0.001, O ,"(H, 1)",25,37
58, 0.000, X ,"(G, 7)",29,34
59, 0.001, O ,"(H, 8)",19,45
