,Time,Color,Move,Black,White
0, 0.390, X ,"(E, 3)",4,1
1, 0.453, O ,"(F, 5)",3,3
2, 0.759, X ,"(E, 6)",5,2
3, 0.943, O ,"(D, 3)",3,5
4, 1.211, X ,"(C, 4)",5,4
5, 2.919, O ,"(E, 2)",4,6
6, 2.517, X ,"(C, 3)",6,5
7, 2.522, O ,"(B, 3)",5,7
8, 4.812, X ,"(C, 2)",7,6
9, 3.432, O ,"(B, 1)",6,8
10, 2.536, X ,"(C, 1)",8,7
11, 2.800, O ,"(B, 5)",7,9
12, 2.467, X ,"(A, 1)",9,8
13, 2.769, O ,"(D, 1)",8,10
14, 3.743, X ,"(D, 2)",10,9
15, 2.978, O ,"(C, 6)",9,11
16, 6.833, X ,"(F, 3)",11,10
17, 1.928, O ,"(G, 2)",10,12
18, 6.510, X ,"(B, 2)",12,11
19, 0.991, O ,"(A, 2)",9,15
20, 5.480, X ,"(G, 3)",11,14
21, 3.046, O ,"(F, 4)",10,16
22, 3.385, X ,"(H, 1)",12,15
23, 4.401, O ,"(C, 5)",11,17
24, 3.222, X ,"(F, 1)",13,16
25, 2.615, O ,"(E, 1)",12,18
26, 3.666, X ,"(F, 6)",15,16
27, 4.128, O ,"(G, 6)",14,18
28, 2.647, X ,"(G, 4)",16,17
29, 4.641, O ,"(G, 1)",15,19
30, 3.388, X ,"(D, 6)",18,17
31, 3.034, O ,"(H, 3)",15,21
32, 1.299, X ,"(F, 2)",18,19
33, 1.667, O ,"(B, 4)",17,21
34, 1.265, X ,"(H, 4)",19,20
35, 2.070, O ,"(E, 7)",16,24
36, 1.746, X ,"(H, 6)",18,23
37, 1.425, O ,"(G, 7)",17,25
38, 2.363, X ,"(H, 8)",21,22
39, 0.878, O ,"(H, 2)",18,26
40, 1.834, X ,"(G, 5)",20,25
41, 1.072, O ,"(H, 7)",18,28
42, 2.133, X ,"(F, 7)",20,27
43, 1.238, O ,"(D, 7)",19,29
44, 0.948, X ,"(H, 5)",21,28
45, 0.237, O ,"(G, 8)",16,34
46, 0.495, X ,"(A, 3)",21,30
47, 0.102, O ,"(A, 4)",20,32
48, 0.288, X ,"(A, 5)",25,28
49, 0.131, O ,"(B, 6)",19,35
50, 0.253, X ,"(A, 6)",26,29
51, 0.156, O ,"(A, 7)",25,31
52, 0.143, X ,"(A, 8)",27,30
53, 0.044, O ,"(B, 7)",25,33
54, 0.032, X ,"(B, 8)",28,31
55, 0.006, O ,"(C, 7)",27,33
56, 0.005, X ,"(F, 8)",35,26
57, 0.001, O ,"(D, 8)",33,29
58, 0.000, X ,"(C, 8)",37,26
59, 0.000, O ,"(E, 8)",36,28
