,Time,Color,Move,Black,White
0, 0.386, X ,"(E, 3)",4,1
1, 0.485, O ,"(F, 5)",3,3
2, 0.735, X ,"(E, 6)",5,2
3, 0.987, O ,"(D, 3)",3,5
4, 1.158, X ,"(C, 4)",5,4
5, 3.793, O ,"(E, 2)",4,6
6, 2.036, X ,"(C, 3)",6,5
7, 3.178, O ,"(B, 3)",5,7
8, 2.796, X ,"(A, 2)",7,6
9, 4.715, O ,"(A, 3)",6,8
10, 2.185, X ,"(B, 2)",8,7
11, 2.411, O ,"(A, 1)",7,9
12, 1.694, X ,"(D, 2)",9,8
13, 2.282, O ,"(B, 1)",8,10
14, 1.182, X ,"(F, 1)",10,9
15, 1.250, O ,"(C, 1)",9,11
16, 0.735, X ,"(D, 1)",11,10
17, 1.720, O ,"(C, 2)",10,12
18, 0.591, X ,"(F, 2)",12,11
19, 2.498, O ,"(F, 3)",11,13
20, 1.390, X ,"(G, 2)",14,11
21, 5.514, O ,"(F, 7)",11,15
22, 2.731, X ,"(B, 4)",13,14
23, 2.675, O ,"(G, 3)",12,16
24, 4.786, X ,"(F, 4)",15,14
25, 2.150, O ,"(H, 1)",12,18
26, 3.728, X ,"(G, 4)",14,17
27, 3.180, O ,"(D, 6)",12,20
28, 2.381, X ,"(H, 4)",14,19
29, 0.626, O ,"(H, 2)",13,21
30, 1.016, X ,"(G, 5)",15,20
31, 1.134, O ,"(H, 3)",14,22
32, 1.291, X ,"(H, 5)",16,21
33, 0.531, O ,"(E, 1)",12,26
34, 0.546, X ,"(C, 6)",15,24
35, 0.658, O ,"(G, 1)",14,26
36, 1.026, X ,"(G, 6)",16,25
37, 1.394, O ,"(F, 6)",13,29
38, 1.733, X ,"(G, 7)",16,27
39, 2.317, O ,"(H, 8)",11,33
40, 0.904, X ,"(E, 7)",15,30
41, 1.067, O ,"(A, 5)",14,32
42, 0.396, X ,"(C, 5)",16,31
43, 0.572, O ,"(B, 6)",15,33
44, 0.478, X ,"(B, 5)",17,32
45, 0.489, O ,"(H, 6)",9,41
46, 0.281, X ,"(A, 7)",11,40
47, 0.581, O ,"(A, 6)",8,44
48, 0.310, X ,"(A, 4)",14,39
49, 0.378, O ,"(A, 8)",10,44
50, 0.274, X ,"(H, 7)",15,40
51, 0.214, O ,"(D, 8)",14,42
52, 0.131, X ,"(E, 8)",17,40
53, 0.042, O ,"(D, 7)",14,44
54, 0.020, X ,"(C, 8)",16,43
55, 0.007, O ,"(F, 8)",13,47
56, 0.006, X ,"(G, 8)",18,43
57, 0.000, O ,"(B, 8)",13,49
58, 0.000, X ,"(C, 7)",18,45
59, 0.001, O ,"(B, 7)",15,49
