,Time,Color,Move,Black,White
0, 0.040, X ,"(E, 3)",4,1
1, 0.040, O ,"(D, 3)",3,3
2, 0.064, X ,"(C, 4)",5,2
3, 0.067, O ,"(B, 3)",4,4
4, 0.108, X ,"(B, 4)",6,3
5, 0.086, O ,"(F, 3)",4,6
6, 0.202, X ,"(C, 5)",6,5
7, 0.230, O ,"(A, 4)",3,9
8, 0.117, X ,"(A, 2)",6,7
9, 0.172, O ,"(B, 5)",5,9
10, 0.162, X ,"(A, 3)",7,8
11, 0.116, O ,"(A, 1)",5,11
12, 0.164, X ,"(C, 3)",8,9
13, 0.184, O ,"(B, 2)",6,12
14, 0.114, X ,"(D, 2)",8,11
15, 0.168, O ,"(C, 2)",7,13
16, 0.144, X ,"(A, 6)",9,12
17, 0.248, O ,"(E, 1)",7,15
18, 0.134, X ,"(F, 4)",9,14
19, 0.248, O ,"(G, 5)",8,16
20, 0.167, X ,"(G, 3)",10,15
21, 0.243, O ,"(F, 5)",8,18
22, 0.161, X ,"(G, 4)",11,16
23, 0.442, O ,"(H, 5)",10,18
24, 0.237, X ,"(H, 4)",12,17
25, 0.356, O ,"(H, 3)",9,21
26, 0.268, X ,"(F, 6)",11,20
27, 0.275, O ,"(G, 6)",9,23
28, 0.186, X ,"(H, 6)",12,21
29, 0.297, O ,"(E, 6)",9,25
30, 0.199, X ,"(D, 1)",12,23
31, 0.136, O ,"(E, 2)",10,26
32, 0.160, X ,"(F, 2)",13,24
33, 0.195, O ,"(C, 1)",12,26
34, 0.199, X ,"(G, 2)",15,24
35, 0.221, O ,"(H, 1)",13,27
36, 0.120, X ,"(G, 1)",15,26
37, 0.181, O ,"(B, 6)",14,28
38, 0.186, X ,"(A, 5)",16,27
39, 0.160, O ,"(D, 6)",15,29
40, 0.146, X ,"(A, 7)",18,27
41, 0.227, O ,"(A, 8)",15,31
42, 0.105, X ,"(F, 1)",19,28
43, 0.112, O ,"(E, 7)",17,31
44, 0.195, X ,"(G, 7)",20,29
45, 0.132, O ,"(B, 7)",18,32
46, 0.035, X ,"(B, 1)",23,28
47, 0.078, O ,"(H, 8)",19,33
48, 0.046, X ,"(B, 8)",26,27
49, 0.064, O ,"(H, 2)",21,33
50, 0.088, X ,"(F, 7)",29,26
51, 0.061, O ,"(H, 7)",26,30
52, 0.057, X ,"(G, 8)",30,27
53, 0.028, O ,"(C, 7)",28,30
54, 0.017, X ,"(C, 6)",30,29
55, 0.015, O ,"(C, 8)",29,31
56, 0.008, X ,"(D, 7)",31,30
57, 0.002, O ,"(D, 8)",25,37
58, 0.001, X ,"(E, 8)",28,35
59, 0.001, O ,"(F, 8)",23,41
